target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	DEG10180048	UGOD01000001	2	6668	0	None	2	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/UGOD01000001_2641025_2942302/index.html	cluster-1	t1pks-nrps	ctg1_132	Legionella busanensis	Proteobacteria	False	False	0	0	1	1	0
Topoisomerase IV subunit A (EC 5.99.1.-)	DEG10180449	FNDV01000017	2	4947	0	None	5	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNDV01000017/index.html	cluster-2	t1pks	SAMN05421871_11770	Alloactinosynnema album	Actinobacteria	False	False	1	0	1	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	BEWA01000043	0	6374	0	None	87	1	0.28	0.0	29.5662032646	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BEWA01000043/index.html	cluster-1	t1pks-otherks	ctg1_5	Streptomyces rishiriensis	Actinobacteria	False	False	0	0	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	DCCI01000088	1	54	0	None	126	1	0.37	0.0	25.3759620461	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DCCI01000088/index.html	cluster-1	t1pks-otherks	ctg1_33	bacterium UBP9_UBA1085 (gut metagenome)	None	False	False	1	0	0	0	0
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DEG10180052	AUKO01000040	2	301	0	None	49	1	0.62	0.0	10.5908601489	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUKO01000040/index.html	cluster-1	t2pks-t1pks-otherks	ctg1_11	Streptomyces sp. CNT360	Actinobacteria	False	False	1	0	0	0	1
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	FOTX01000001	3	4962	16	[u'BAFR01000003', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBR01000036', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'FO082843', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QGTL01000004', u'QJKF01000006']	32	2	0.19	0.0	3.96501237245	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOTX01000001_35738_337036/index.html	cluster-1	t1pks	ctg1_124	Nocardia asteroides	Actinobacteria	False	False	1	1	0	1	0
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	DS989904	1	837	0	None	32	1	0.19	0.0	0.84904896803	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DS989904_2153035_2478892/index.html	cluster-1	t1pks	ctg1_119	Synechococcus sp. PCC 7335	Cyanobacteria	False	False	1	0	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	JTJC02000153	2	4477	2	[u'CP000117', u'MRCD01000078']	207	1	0.47	0.0	35.1404632659	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTJC02000153/index.html	cluster-1	t1pks-nrps	QH73_008700	Scytonema millei VB511283	Cyanobacteria	False	False	1	1	0	0	0
Oligopeptide transport ATP-binding protein oppD	DEG10180214	CP000820	1	9002	0	None	42	4	0.41	0.0	27.8480650185	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000820_3800743_4431292/index.html	cluster-2	t1pks	ctg1_239	Frankia sp. EAN1pec	Actinobacteria	False	False	0	0	0	1	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	BAYA01000005	1	5266	0	None	44	2	0.45	0.0	6.35570103655	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAYA01000005/index.html	cluster-1	t1pks	ctg1_3	Paraburkholderia bannensis NBRC 103871	Proteobacteria	False	False	0	0	0	1	0
3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)	DEG10180352	QHCP01000016	1	9862	0	None	6	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QHCP01000016/index.html	cluster-1	t3pks-lantipeptide-t1pks-otherks	DFQ13_11626	Actinokineospora mzabensis	Actinobacteria	False	False	0	0	1	0	0
Probable transport ATP-binding protein msbA	DEG10180148	MOEP01000043	1	6649	0	None	67	1	0.51	0.0	31.5044335782	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MOEP01000043/index.html	cluster-1	t1pks	ctg1_28	Streptomyces cinnamoneus	Actinobacteria	False	False	0	0	0	0	1
Phosphoglycerate kinase (EC 2.7.2.3)	DEG10180437	LZHZ01000067	1	7442	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHZ01000067/index.html	cluster-1	t1pks-nrps	A5724_02715	Mycobacterium sp. ACS1612	Actinobacteria	False	False	0	0	1	0	0
Hypothetical protein ynfA	DEG10180264	JTHO01000001	2	8324	1	[u'CP011512']	7	1	1.0	nan	3.91426653454	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTHO01000001/index.html	cluster-1	transatpks-otherks-nrps	QD46_02110	Paenibacillus polymyxa	Firmicutes	False	False	0	1	1	0	0
S-adenosylmethionine synthetase (EC 2.5.1.6)	DEG10180439	JOOA01000001	2	8548	0	None	20	1	0.67	0.01	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOOA01000001/index.html	cluster-1	t1pks-nrps	ctg1_8	Ruminococcus sp. HUN007	Firmicutes	False	False	0	0	1	0	1
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	CP011273	1	5923	0	None	132	25	0.26	0.0	13.048943502	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011273_3671786_3978417/index.html	cluster-1	t1pks-otherks	ctg1_123	Planctomyces sp. SH-PL62	Planctomycetes	False	False	0	0	0	1	0
Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	DEG10180537	LZHV01000060	1	9418	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZHV01000060/index.html	cluster-1	t1pks	A5730_18235	Mycobacterium sp. ACS4054	Actinobacteria	False	False	0	0	1	0	0
Geranyltranstransferase (EC 2.5.1.10)	DEG10180081	BDCI01000004	1	7092	0	None	4	0	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCI01000004/index.html	cluster-1	t1pks-terpene	ctg1_199	Nocardia vulneris	Actinobacteria	False	False	0	0	1	0	0
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	DEG10180099	JAOF01000001	2	1380	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOF01000001_1850632_2151273/index.html	cluster-2	t1pks-nrps	ctg1_243	Mycobacteroides abscessus 21	Actinobacteria	False	False	1	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	PHAV01000002	1	448	0	None	126	1	0.37	0.0	13.167597107	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PHAV01000002/index.html	cluster-2	t1pks-otherks	CVU69_02225	Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4 (groundwater metagenome)	Proteobacteria	False	False	1	0	0	0	0
Cytochrome D ubiquinol oxidase subunit II (EC 1.10.3.-)	DEG10180127	CP007574	0	8271	0	None	1	0	-1000.0	-1000.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP007574_836423_1136797/index.html	cluster-1	t1pks-nrps	ctg1_158	Streptomyces albulus	Actinobacteria	False	False	0	0	0	0	0
GTP-binding protein era	DEG10180396	CP003169	1	8502	0	None	6	1	0.6	0.4	4.31462130547	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003169_3912345_4600003/index.html	cluster-1	t1pks-nrps	ctg1_414	Mycobacterium rhodesiae NBB3	Actinobacteria	False	False	0	0	1	0	0
Serine hydroxymethyltransferase (EC 2.1.2.1)	DEG10180392	LAVK01000189	2	1712	1	[u'RBDX01000005']	25	1	0.41	0.02	15.1216873204	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAVK01000189/index.html	cluster-1	t1pks	ctg1_1	Streptomyces sp. SBT349	Actinobacteria	False	False	1	1	0	0	0
Transposase insH for insertion sequence element IS5Y	DEG10180236	CP005986	2	6892	0	None	5	11	0.5	0.67	6.74236852245	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP005986_881433_1182692/index.html	cluster-1	t1pks	ctg1_151	Acidithiobacillus caldus ATCC 51756	Proteobacteria	False	False	0	0	1	1	0
GTP cyclohydrolase II (EC 3.5.4.25)	DEG10180222	FSTQ01000168	3	2285	0	None	12	1	1.0	0.0	8.2450856569	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FSTQ01000168/index.html	cluster-1	t1pks-nrps	ctg1_3	metagenome	metagenomes	False	False	1	0	1	0	1
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	LT608335	1	9640	0	None	132	57	0.26	0.0	6.93059579822	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT608335_2208274_2509539/index.html	cluster-1	t1pks-nrps	ctg1_113	uncultured Sporomusa sp	Firmicutes	False	False	0	0	0	1	0
Hypothetical ABC transporter permease protein yddQ	DEG10180255	BBXG01000018	1	9977	2	[u'JQML01000001', u'KQ948768']	29	1	0.46	0.0	17.126020515	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBXG01000018/index.html	cluster-1	t1pks	ctg1_57	Herbidospora cretacea	Actinobacteria	False	False	0	1	0	0	0
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (gcpE)	DEG10180382	AFWT01000030	1	9781	0	None	7	1	-1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AFWT01000030/index.html	cluster-1	t1pks-nrps	ThidrDRAFT_3483	Thiorhodococcus drewsii AZ1	Proteobacteria	False	False	0	0	1	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	AP018318	3	53	2	[u'AP018180', u'NSHF01000001']	207	4	0.47	0.0	36.2055265	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AP018318/index.html	cluster-10	t1pks-nrps	NIES2109_33650	Nostoc sp. HK-01	Cyanobacteria	False	False	1	1	0	1	0
Probable transport ATP-binding protein msbA	DEG10180148	NKYE01000003	2	3935	0	None	67	1	0.51	0.0	24.7009667356	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKYE01000003/index.html	cluster-1	t1pks	CFN78_07875	Amycolatopsis antarctica	Actinobacteria	False	False	1	0	0	0	1
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	DEG10180098	CP022088	3	1739	18	[u'AXVD01000001', u'BAFR01000003', u'BAFS01000007', u'BAFU01000001', u'BAGG01000002', u'BDAZ01000001', u'BDBH01000002', u'BDBX01000015', u'BDBY01000087', u'BDCF01000014', u'BDCT01000027', u'CP003876', u'FO082843', u'JNZF01000004', u'LOKT01000009', u'OBEG01000004', u'QCYJ01000005', u'QJKF01000006']	32	2	0.19	0.0	3.91193473455	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP022088_6035707_6800858/index.html	cluster-2	t1pks	ctg1_298	Nocardia brasiliensis	Actinobacteria	False	False	1	1	0	1	0
Cytidylate kinase (EC 2.7.4.14)	DEG10180147	CP003065	2	7071	0	None	2	31	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003065_1984118_2288488/index.html	cluster-1	t1pks	ctg1_112	[Clostridium] clariflavum DSM 19732	Firmicutes	False	False	0	0	1	1	0
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	DEG10180357	QZFU01000016	4	1546	0	None	14	2	0.68	0.02	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFU01000016_663494_1126272/index.html	cluster-1	t1pks-nrps	ctg1_134	Nocardia sp. YIM PH 21724	Actinobacteria	False	False	1	0	1	1	1
Oligopeptide transport ATP-binding protein oppD	DEG10180214	BBON01000026	1	2354	0	None	42	1	0.41	0.0	31.4922232908	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBON01000026/index.html	cluster-1	t1pks	ctg1_3	Streptomyces sp. NBRC 109436	Actinobacteria	False	False	1	0	0	0	0
Probable ABC transporter ATP-binding protein yhbG	DEG10180475	BBXG01000013	1	9087	2	[u'FNIX01000026', u'KB904018']	87	1	0.28	0.0	12.5873752034	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBXG01000013/index.html	cluster-1	nrps-t1pks-ladderane	ctg1_111	Herbidospora cretacea	Actinobacteria	False	False	0	1	0	0	0
Dihydrolipoamide dehydrogenase (EC 1.8.1.4)	DEG10180029	MESE01000080	1	9624	0	None	16	1	-0.13	0.73	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MESE01000080/index.html	cluster-1	transatpks	A3I66_11040	Burkholderiales bacterium RIFCSPLOWO2_02_FULL_57_36 (subsurface metagenome)	Proteobacteria	False	False	0	0	1	0	0
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	DEG10180043	QLKN01000052	2	884	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLKN01000052/index.html	cluster-3	t1pks-nrps	C6Y22_13935	Hapalosiphonaceae cyanobacterium JJU2 (algae metagenome)	Cyanobacteria	False	False	1	0	1	0	0
NH(3)-dependent NAD(+) synthetase (EC 6.3.5.1)	DEG10180294	BAGA01000109	0	9442	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAGA01000109/index.html	cluster-1	t1pks	ctg1_60	Nocardia higoensis NBRC 100133	Actinobacteria	False	False	0	0	0	0	0
GTP cyclohydrolase II (EC 3.5.4.25)	DEG10180222	QEUX01000001	3	1635	0	None	12	1	1.0	0.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QEUX01000001/index.html	cluster-1	t1pks-nrps	DCC56_00205	Anaerolineae bacterium (bioreactor sludge metagenome)	Chloroflexi	False	False	1	0	1	0	1
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	LZKS01000106	1	8861	10	[u'CP008963', u'CP024614', u'JAGZ01000001', u'LQOK01000037', u'LT841359', u'LZHV01000055', u'LZKE01000216', u'MVIK01000003', u'NAVI01000034', u'NKQZ01000001']	26	1	0.3	0.0	7.48805442684	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKS01000106/index.html	cluster-2	t3pks-t1pks	A5661_28320	Mycobacterium asiaticum	Actinobacteria	False	False	0	1	0	0	0
Probable transport ATP-binding protein msbA	DEG10180148	MBTG01000017	2	5514	0	None	67	2	0.51	0.0	18.2883383198	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBTG01000017/index.html	cluster-1	t1pks-nrps	BC351_28830	Paenibacillus ferrarius	Firmicutes	False	False	0	0	0	1	1
L-arabinose transport ATP-binding protein araG	DEG10180323	AUWT01000017	1	8932	0	None	12	1	0.5	0.12	8.52842961935	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUWT01000017/index.html	cluster-1	t1pks-nrps	ctg1_20	Mycolicibacterium iranicum UM_TJL	Actinobacteria	False	False	0	0	1	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	DEG10180156	DNJC01000006	3	20	3	[u'CP000698', u'CP001124', u'MGZK01000024']	126	2	0.37	0.0	22.6912564547	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DNJC01000006/index.html	cluster-1	t1pks-otherks	DCZ75_01130	Geobacter sp. (groundwater metagenome)	Proteobacteria	False	False	1	1	0	1	0
30S ribosomal protein S14	DEG10180498	CP003494	1	8677	0	None	11	1	-0.07	0.84	25.9915107481	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003494_1834405_2149322/index.html	cluster-1	t1pks	ctg1_182	Mycobacterium bovis BCG str. ATCC 35743 (Mycobacterium bovis BCG str. Tice)	Actinobacteria	False	False	0	0	1	0	0
Hypothetical protein ydcN	DEG10180244	RBAM01000014	1	9512	0	None	8	1	0.7	0.19	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBAM01000014/index.html	cluster-1	t1pks-nrps	D7231_28090	Streptomyces klenkii	Actinobacteria	False	False	0	0	1	0	0
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	DEG10180564	BCRI01000020	2	3144	2	[u'JNYJ01000010', u'JOFO01000040']	26	0	0.3	0.0	3.62622651701	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCRI01000020/index.html	cluster-1	t1pks-nrps	ctg1_8	Sphaerimonospora mesophila NBRC 14179 = JCM 3151	Actinobacteria	False	False	1	1	0	0	0
Hypothetical protein yheN	DEG10180513	RCCW01000001	1	6960	0	None	2	1	nan	nan	9.4117647059	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RCCW01000001_2748376_3069770/index.html	cluster-1	transatpks	ctg1_117	Pseudomonas asplenii	Proteobacteria	False	False	0	0	1	0	0
Hypothetical ABC transporter permease protein yddQ	DEG10180255	KB891951	0	8592	0	None	29	1	0.46	0.0	4.17890581972	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB891951/index.html	cluster-2	transatpks-t1pks-nrps	ctg1_166	Streptomyces sp. MspMP-M5	Actinobacteria	False	False	0	0	0	0	0
Cell division ATP-binding protein ftsE	DEG10180522	JNYO01000048	1	4815	0	None	89	1	0.46	0.0	14.8475500106	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNYO01000048/index.html	cluster-1	t1pks	ctg1_26	Saccharothrix syringae	Actinobacteria	False	False	1	0	0	0	0
50S ribosomal protein L20	DEG10180287	KB913032	2	1845	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB913032_279570_639178/index.html	cluster-2	t1pks	ctg1_182	Amycolatopsis alba DSM 44262	Actinobacteria	False	False	1	0	1	0	0
Lipoprotein releasing system ATP-binding protein lolD	DEG10180185	JQ269659	0	8449	0	None	132	1	0.26	0.0	32.6436535163	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JQ269659/index.html	cluster-1	transatpks-t1pks	AFS33458.1	Streptomyces sp. A7248	Actinobacteria	False	False	0	0	0	0	0
Hypothetical ABC transporter ATP-binding protein ytfR	DEG10180596	JNWQ01000002	1	9566	0	None	17	1	0.01	0.98	21.3403670202	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNWQ01000002/index.html	cluster-2	t1pks	ctg1_142	Streptomyces novaecaesareae	Actinobacteria	False	False	0	0	1	0	0
Phosphoglycerate kinase (EC 2.7.2.3)	DEG10180437	BAVR01000014	1	9024	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/BAVR01000014/index.html	cluster-1	t1pks-nrps	JCM21531_1580	[Clostridium] straminisolvens JCM 21531	Firmicutes	False	False	0	0	1	0	0
Ribonuclease III (EC 3.1.26.3)	DEG10180397	FUEZ01000003	4	3207	6	[u'AEZF01000001', u'CTEE01000001', u'LQOY01000025', u'LT721901', u'LZJB01000625', u'LZSC01000072']	10	2	0.39	0.06	3.09175932695	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FUEZ01000003_0_271104/index.html	cluster-1	nrps-t1pks-otherks	ctg1_33	Mycobacterium sp. AB215	Actinobacteria	False	False	1	1	1	1	0
Replicative DNA helicase (EC 3.6.1.-)	DEG10180580	PJMT01000003	1	6629	0	None	9	1	0.67	0.14	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PJMT01000003/index.html	cluster-1	t1pks	AXZ45_8139	Streptomyces sp. GP55	Actinobacteria	False	False	0	0	1	0	0
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	KZ672952	3	118	1	[u'NHOD01000320']	41	1	0.8	0.0	7.99452903515	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ672952/index.html	cluster-1	t1pks-phenazine	ctg1_170	Streptomyces geranii	Actinobacteria	False	False	1	1	0	0	1
Cell division ATP-binding protein ftsE	DEG10180522	LXQE01000184	1	3603	0	None	89	1	0.46	0.0	25.6616149799	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LXQE01000184/index.html	cluster-1	t1pks-nrps	A6769_32950	Nostoc punctiforme NIES-2108	Cyanobacteria	False	False	1	0	0	0	0
Protease degQ precursor (EC 3.4.21.-)	DEG10180482	LYSV01000031	1	9468	0	None	5	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LYSV01000031/index.html	cluster-1	t1pks	ctg1_11	Flammeovirgaceae bacterium BBD 1991-12 (microbial mat metagenome)	Bacteroidetes	False	False	0	0	1	0	0
TorCAD operon transcriptional regulatory protein torR	DEG10180164	NZ_KB899004	1	1615	0	None	44	0	0.45	0.0	8.17902077757	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KB899004/index.html	cluster-2	t2pks-otherks-t1pks-phenazine	D581_RS0125440	Streptomyces sp. CNB091	Actinobacteria	False	False	1	0	0	0	0
GTP cyclohydrolase I (EC 3.5.4.16)	DEG10180344	JYJG01000059	4	1340	1	[u'CP015726']	7	1	1.0	0.0	3.92582141285	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JYJG01000059/index.html	cluster-1	t1pks-nrps	UK23_10700	Lechevalieria aerocolonigenes	Actinobacteria	False	False	1	1	1	0	1
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	DEG10180047	ATMS01000014	2	90	0	None	41	1	0.8	0.0	4.17061754939	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ATMS01000014/index.html	cluster-1	transatpks-ladderane-nrps	PAAL66ix_05059	Paenibacillus alvei A6-6i-x	Firmicutes	False	False	1	0	0	0	1
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	BACV01000960	2	697	2	[u'CP032869', u'FOCL01000004']	207	1	0.47	0.0	27.13323909	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BACV01000960/index.html	cluster-1	t1pks-nrps	ctg1_2	Cytophagales bacterium B6	Bacteroidetes	False	False	1	1	0	0	0
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	DEG10180034	JPDT01000319	1	459	0	None	207	1	0.47	0.0	27.2688843587	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JPDT01000319/index.html	cluster-1	t1pks-nrps	MHK_001062	Candidatus Magnetomorum sp. HK-1	Proteobacteria	False	False	1	0	0	0	0
Acetate kinase (EC 2.7.2.1)	DEG10180359	PEDE01000087	1	7685	0	None	9	1	0.41	0.21	1.82781423856	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PEDE01000087/index.html	cluster-1	t1pks	KST_02598	Mycobacterium marinum	Actinobacteria	False	False	0	0	1	0	0
Hypothetical protein yfaD	DEG10180355	NVXL01000034	1	5523	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NVXL01000034/index.html	cluster-1	transatpks-nrps	COA42_09370	Alteromonadaceae bacterium (marine metagenome)	Proteobacteria	False	False	0	0	1	0	0
