							Rank1	Rank2			
BA000030|seryl-tRNA_synthetase|2879881|2880290|2795948|2797231|cluster-5|t2pks-t1pks-otherks|2859868-2921516|82650	KQ948851|seryl-tRNA_synthetase|497544|497970|127614|128891|cluster-2|t1pks|477413-524051|368653	409	426	52.07824	84.074941	31.99670184	4724	2144.5			
CP023778|agnB2_Leu-tRNA-syn|6784765|6785172|2714877|2717372|cluster-1|t1pks-nrps|6723768-6813025|4067393	RBDX01000002|agnB2_Leu-tRNA-syn|231480|231895|71906|74743|cluster-2|t1pks|211464-257937|156737	407	415	52.088452	45.367028	6.721424411	4723	6340			
CP031320|EF-Tu|7272040|7272470|3459248|3460417|cluster-2|oligosaccharide-t1pks|7252022-7306970|3811623	FMHY01000002|EF-Tu|3873085|3873509|4371367|4372554|cluster-1|t1pks-nrps|3823515-3901400|497858	430	424	52.093023	69.151671	17.0586477	4722	3651			
CP008975|ArgK_OTCase|2654972|2655400|1249786|1250709|cluster-8|t1pks-nrps|2634936-2719213|1404263	MWKW01000001|ArgK_OTCase|6120622|6121045|6282028|6282954|cluster-2|t1pks-nrps|6073066-6146904|160983	428	423	52.102804	86.644951	34.5421474	4720.5	1606.5			
FNLF01000002|EF-Tu|1087696|1088124|1141523|1142713|cluster-1|ladderane-t1pks-nrps|1057479-1153604|53399	QXCZ01000001|EF-Tu|2555365|2555796|7860840|7862030|cluster-6|nrps-t1pks-siderophore|2400799-2586595|5305044	428	431	52.102804	61.868687	9.76588313	4720.5	4159.5			
CP012673|AdmT_ACC|8919080|8919506|9758865|9759722|cluster-3|t1pks|8842875-8952327|839359	DIYT01000049|AdmT_ACC|38559|38981|90714|91679|cluster-1|t1pks-nrps|12785-95184|51733	426	422	52.112676	45.614035	6.498640969	4717.5	6243.5			
BA000030|seryl-tRNA_synthetase|1190565|1190991|2795948|2797231|cluster-2|t1pks|1117874-1222573|1604957	CP017599|seryl-tRNA_synthetase|7451816|7452243|3678480|3679763|cluster-1|t1pks-nrps|7422701-7509924|3772053	426	427	52.112676	43.325527	8.787149124	4717.5	7015			
CP031320|EF-Tu|4192055|4192481|3459248|3460417|cluster-2|t1pks|4172014-4225206|731638	CP031320|EF-Tu|7400418|7400843|3459248|3460417|cluster-33|lantipeptide-t1pks-nrps|7321714-7428166|3940001	426	425	52.112676	100	47.88732394	4717.5	396			
AM420293|GyrB-R|5934026|5934452|8426|10399|cluster-1|t1pks-otherks|5912907-5959208|5923627	QHCP01000013|GyrB-R|180182|180599|121432|123483|cluster-2|t1pks-otherks|116204-207035|56699	426	417	52.112676	44.748858	7.363817609	4717.5	6647			
BDBD01000011|AdmT_ACC|1088158|1088582|1006722|1008416|cluster-1|nrps-t1pks-otherks|992563-1114385|79742	QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	424	426	52.122642	59.751773	7.62913154	4713.5	4628			
CP017599|seryl-tRNA_synthetase|6059811|6060235|3678480|3679763|cluster-3|t1pks|6039773-6101141|2380048	GV586860|seryl-tRNA_synthetase|549750|550176|2795949|2797232|cluster-3|t1pks|478846-587017|2245773	424	426	52.122642	42.154567	9.968074765	4713.5	7487			
BDCF01000001|EF-Tu|266484|266908|414926|416116|cluster-1|bacteriocin-t1pks-nrps|219998-420900|148018	CP006567|EF-Tu|10848305|10848730|5363640|5364833|cluster-2|t1pks-arylpolyene-ladderane|10828170-10879625|5483472	424	425	52.122642	86.111111	33.9884696	4713.5	1705.5			
CP006003|borI_Thr-tRNA-syn|6182000|6182424|5950085|5952013|cluster-6|bacteriocin-t1pks-nrps|6161965-6251589|229987	KQ976354|borI_Thr-tRNA-syn|2091112|2091535|10374937|10376766|cluster-1|t1pks-nrps|2067478-2120063|8283402	424	423	52.122642	40.498442	11.62419914	4713.5	8235.5			
CP023147|ArgK_OTCase|1194104|1194526|2917421|2918347|cluster-3|t1pks|1174083-1220460|1722895	CP033428|ArgK_OTCase|4815351|4815776|1005232|1006161|cluster-16|t1pks-nrps|4786932-4837149|3809190	422	425	52.132701	87.337662	35.20496092	4710	1505			
FMHY01000002|EF-Tu|4060308|4060730|4371367|4372554|cluster-2|t1pks-nrps|4003979-4087905|310637	LNBE01000002|EF-Tu|482284|482708|69696|70880|cluster-7|t1pks|462159-556553|411404	422	424	52.132701	51.392405	0.740296359	4710	5597			
CP018173|GyrB-R|3052305|3052727|2999302|3001269|cluster-2|transatpks-nrps|3000638-3069066|51036	QRDR01000001|GyrB-R|664647|665072|848719|850689|cluster-5|transatpks-nrps|570719-699897|183647	422	425	52.132701	55.572519	3.439817662	4710	5280.5			
KB913024|AdmT_ACC|2074721|2075141|3392382|3394085|cluster-1|t1pks|2054628-2101080|1317241	UGRU01000001|AdmT_ACC|6795001|6795422|2937656|2939332|cluster-1|t1pks-nrps|6731571-6831355|3855669	420	421	52.142857	48.324515	3.818342152	4707.5	5862.5			
CP006567|EF-Tu|11509491|11509911|5363640|5364833|cluster-5|bacteriocin-nrps-lantipeptide-t1pks-otherks|11489476-11707824|6144658	RBIY01000001|EF-Tu|8608507|8608922|7911180|7912370|cluster-2|t1pks|8588413-8634865|696137	420	415	52.142857	62.216625	10.07376754	4707.5	4092.5			
AP010968|seryl-tRNA_synthetase|8332306|8332655|3059418|3060686|cluster-3|t1pks|8320357-8418605|5271620	FMHW01000002|seryl-tRNA_synthetase|2268405|2268735|79056|80345|cluster-4|t1pks-nrps|2251939-2330015|2188060	349	330	52.148997	33.412322	18.73667486	4706	10553.5			
ARVW01000001|AdmT_ACC|3061069|3061485|8487129|8488811|cluster-1|t1pks|3040968-3087147|5425644	CP012673|AdmT_ACC|4730307|4730728|9758865|9759722|cluster-1|t1pks|4679676-4765076|5028137	416	421	52.163462	19.285714	32.87774725	4703	11269			
ARVW01000001|AdmT_ACC|3061069|3061485|8487129|8488811|cluster-1|t1pks|3040968-3087147|5425644	CP012673|AdmT_ACC|7820949|7821376|9758865|9759722|cluster-1|t1pks|7800933-7848894|1937489	416	427	52.163462	19.285714	32.87774725	4703	11269			
CP015588|seryl-tRNA_synthetase|651587|652003|3333321|3334598|cluster-4|transatpks-nrps|584615-688427|2681318	OMPD01000014|seryl-tRNA_synthetase|582889|583325|530047|531318|cluster-1|transatpks-ladderane-otherks|521181-662379|51571	416	436	52.163462	37.411765	14.75169683	4703	9651.5			
CP017599|seryl-tRNA_synthetase|7912220|7912636|3678480|3679763|cluster-1|otherks-t1pks-nrps|7892182-7994187|4232457	LN831790|seryl-tRNA_synthetase|1231596|1232022|347431|348708|cluster-2|terpene-t1pks|1211564-1331006|882888	416	426	52.163462	36.299766	15.86369573	4703	10050			
CP006567|EF-Tu|9246916|9247332|5363640|5364833|cluster-1|t1pks-siderophore|9207854-9280685|3882083	RBIY01000001|EF-Tu|8608507|8608922|7911180|7912370|cluster-2|t1pks|8588413-8634865|696137	416	415	52.163462	62.216625	10.05316315	4703	4092.5			
ARVW01000001|AdmT_ACC|800283|800697|8487129|8488811|cluster-2|t1pks|780181-826741|7686432	LT607409|AdmT_ACC|5314891|5315316|3822796|3824505|cluster-1|t1pks|5294856-5478251|1490386	414	425	52.173913	59.821429	7.647515528	4700	4616.5			
CP008977|seryl-tRNA_synthetase|84902|85245|3969307|3970566|cluster-1|t1pks|64902-108570|3884062	HW607076|seryl-tRNA_synthetase|547501|547923|4883300|4884559|cluster-2|t1pks|526885-570724|4335377	343	422	52.186589	99.761337	47.57474759	4699	796.5			
CP022088|GyrB-R|6361669|6362102|359473|361446|cluster-2|t1pks|6341530-6386956|6000223	QHCP01000013|GyrB-R|180182|180599|121432|123483|cluster-2|t1pks-otherks|116204-207035|56699	433	417	52.193995	43.378995	8.814999947	4698	6995.5			
CP010849|seryl-tRNA_synthetase|5255927|5256335|204424|205701|cluster-3|t1pks|5235908-5365813|5050226	LMRX01000023|seryl-tRNA_synthetase|1337980|1338405|735500|736756|cluster-1|t1pks-nrps|1317966-1375431|601224	408	425	52.205882	40.470588	11.73529412	4696.5	8290			
CP013220|seryl-tRNA_synthetase|897027|897435|414541|415815|cluster-2|t1pks|877019-946231|481212	CP017599|seryl-tRNA_synthetase|1992885|1993342|3678480|3679763|cluster-1|t1pks|1970439-2019569|1685138	408	457	52.205882	41.273585	10.93229745	4696.5	7832			
HE971709|ArgK_OTCase|1476474|1476903|2749617|2750645|cluster-2|t1pks|1456468-1499518|1272714	HE971709|ArgK_OTCase|742484|742909|2749617|2750645|cluster-1|t1pks-nrps|699548-770346|2006708	429	425	52.214452	100	47.78554779	4694.5	396			
CP012109|borI_Thr-tRNA-syn|5282768|5283197|4230116|4232044|cluster-2|t1pks-nrps|5262755-5336321|1050724	CP022522|borI_Thr-tRNA-syn|833680|834109|2199785|2201695|cluster-1|t1pks-nrps|808211-964064|1365676	429	429	52.214452	45.638629	6.575822931	4694.5	6224			
CP010519|ArgK_OTCase|1436506|1436912|1178307|1179320|cluster-6|terpene-t1pks|1416484-1519438|257186	HE971709|ArgK_OTCase|2396186|2396608|2749617|2750645|cluster-2|lantipeptide-t1pks-nrps|2350589-2428901|353009	406	422	52.216749	83.679525	31.46277645	4693	2270.5			
CM001440|agnB2_Leu-tRNA-syn|2369076|2369503|3696049|3698538|cluster-1|t1pks-nrps|2341202-2403192|1326546	KB235898|agnB2_Leu-tRNA-syn|973399|973817|835918|838476|cluster-3|t1pks-nrps|945213-1034242|134923	427	418	52.224824	46.441496	5.783328578	4689.5	6109.5			
CP021434|agnB2_Leu-tRNA-syn|3991625|3992052|4904010|4906469|cluster-2|t1pks-nrps|3832589-4142925|911958	QVIG01000001|agnB2_Leu-tRNA-syn|638815|639247|4301933|4304827|cluster-4|terpene-thiopeptide-lantipeptide-t1pks-nrps|578836-707863|3662686	427	432	52.224824	43.467643	8.757180888	4689.5	6962			
CP022657|agnB2_Leu-tRNA-syn|2465457|2465884|1626793|1629252|cluster-2|t1pks-nrps|2302842-2617422|836205	QVIG01000001|agnB2_Leu-tRNA-syn|638815|639247|4301933|4304827|cluster-4|terpene-thiopeptide-lantipeptide-t1pks-nrps|578836-707863|3662686	427	432	52.224824	43.345543	8.87928101	4689.5	7004.5			
CP000820|seryl-tRNA_synthetase|4119614|4120041|6991286|6992578|cluster-2|t1pks|4081039-4151240|2871245	CP017599|seryl-tRNA_synthetase|1368180|1368606|3678480|3679763|cluster-1|t1pks-nrps|1332516-1398563|2309874	427	426	52.224824	39.302326	12.92249877	4689.5	8801.5			
CP012109|borI_Thr-tRNA-syn|2871888|2872315|4230116|4232044|cluster-1|t1pks-nrps|2771375-2902802|1357801	KB235922|borI_Thr-tRNA-syn|2416434|2416857|3212550|3214448|cluster-2|transatpks|2396403-2438247|795693	427	423	52.224824	41.588785	10.63603931	4689.5	7670.5			
CP012109|borI_Thr-tRNA-syn|3486058|3486485|4230116|4232044|cluster-7|t1pks-nrps|3446609-3512502|743631	KQ976354|borI_Thr-tRNA-syn|9375614|9376035|10374937|10376766|cluster-1|bacteriocin-lantipeptide-t1pks|9355609-9408741|998902	427	421	52.224824	40.498442	11.72638199	4689.5	8235.5			
ARVW01000001|AdmT_ACC|8346377|8346802|8487129|8488811|cluster-1|t1pks|8326283-8372675|140327	CP017717|AdmT_ACC|2584028|2584427|10143442|10145154|cluster-3|t1pks-lassopeptide-otherks|2521005-2607980|7559015	425	399	52.235294	50.714286	1.521008403	4672	5690.5			
ARVW01000001|AdmT_ACC|8346377|8346802|8487129|8488811|cluster-1|t1pks|8326283-8372675|140327	QMEY01000002|AdmT_ACC|455520|455946|310895|312583|cluster-5|phenazine-t1pks-nrps|434989-580664|142937	425	426	52.235294	58.392857	6.157563025	4672	5026.5			
CP012673|AdmT_ACC|13188123|13188548|9758865|9759722|cluster-1|t1pks-nrps|13135293-13218318|3428401	NIUA01000001|AdmT_ACC|1158061|1158484|313724|314677|cluster-1|phenazine-t1pks-nrps|1112676-1194859|843384	425	423	52.235294	49.122807	3.1124871	4672	5790			
CP012673|AdmT_ACC|14279424|14279849|9758865|9759722|cluster-1|t1pks-nrps|14252871-14313340|4519702	NIUA01000001|AdmT_ACC|1158061|1158484|313724|314677|cluster-1|phenazine-t1pks-nrps|1112676-1194859|843384	425	423	52.235294	49.122807	3.1124871	4672	5790			
CP012673|AdmT_ACC|14279424|14279849|9758865|9759722|cluster-1|t1pks-nrps|14252871-14313340|4519702	PDDW01000001|AdmT_ACC|2176063|2176494|1623414|1625159|cluster-1|transatpks-t1pks|2155414-2206489|550904	425	431	52.235294	37.894737	14.34055728	4672	9450			
CP012673|AdmT_ACC|6992532|6992957|9758865|9759722|cluster-4|transatpks-t1pks-nrps|6843495-7020262|2765908	KB895850|AdmT_ACC|79633|79990|24191|25942|cluster-1|t2pks-lantipeptide-t1pks-nrps|1-80777|53691	425	357	52.235294	38.245614	13.98968008	4672	9296			
CP010849|seryl-tRNA_synthetase|7718217|7718642|204424|205701|cluster-9|t3pks-fused-bacteriocin-t1pks-nrps|7679429-7762396|7512516	CP017599|seryl-tRNA_synthetase|6059811|6060235|3678480|3679763|cluster-3|t1pks|6039773-6101141|2380048	425	424	52.235294	42.352941	9.882352941	4672	7383.5			
CP016279|seryl-tRNA_synthetase|2564465|2564890|2652840|2654117|cluster-2|t1pks-nrps|2485653-2611697|87950	LMRX01000023|seryl-tRNA_synthetase|1337980|1338405|735500|736756|cluster-1|t1pks-nrps|1317966-1375431|601224	425	425	52.235294	36.705882	15.52941176	4672	9911.5			
CP021983|seryl-tRNA_synthetase|2120454|2120879|5306498|5307772|cluster-1|t1pks-nrps|2067623-2151271|3185619	FMHW01000002|seryl-tRNA_synthetase|2831001|2831428|79056|80345|cluster-6|t1pks-nrps|2791423-2884217|2750656	425	427	52.235294	41.273585	10.96170921	4672	7832			
FMHW01000002|seryl-tRNA_synthetase|1697725|1698150|79056|80345|cluster-1|t3pks-t1pks-nrps|1672110-1821057|1617380	FMHW01000002|seryl-tRNA_synthetase|2144891|2145315|79056|80345|cluster-2|bacteriocin-t1pks-nrps|2109317-2177395|2064546	425	424	52.235294	100	47.76470588	4672	396			
FMHW01000002|seryl-tRNA_synthetase|1697725|1698150|79056|80345|cluster-1|t3pks-t1pks-nrps|1672110-1821057|1617380	LT828648|seryl-tRNA_synthetase|3787047|3787473|3580243|3581529|cluster-2|t1pks-nrps|3735217-3817014|205518	425	426	52.235294	39.160839	13.07445496	4672	8892			
CP000580|SalI_beta_proteasome|2986267|2986692|3295928|3296752|cluster-1|t1pks-nrps|2952303-3010907|309236	CP003899|SalI_beta_proteasome|1423479|1423901|2918301|2919170|cluster-1|t1pks|1402767-1449105|1494400	425	422	52.235294	77.737226	25.50193216	4672	3137.5			
CP000580|SalI_beta_proteasome|2986267|2986692|3295928|3296752|cluster-1|t1pks-nrps|2952303-3010907|309236	CP022521|SalI_beta_proteasome|3642804|3643227|3942971|3943765|cluster-2|t1pks|3593783-3675639|299744	425	423	52.235294	41.240876	10.99441821	4672	7844.5			
CP022161|SalI_beta_proteasome|7798682|7799107|2879589|2880443|cluster-1|t1pks|7778664-7822614|4918239	NZ_UPHU01000001|SalI_beta_proteasome|2945915|2946310|3592444|3593319|cluster-9|t3pks-t1pks|2912037-2970177|646134	425	395	52.235294	45.070423	7.164871582	4672	6521.5			
CP015596|mupM_Ile-tRNA-syn|207840|208265|3635588|3638725|cluster-1|t1pks-nrps|177987-237295|3427323	CP025546|mupM_Ile-tRNA-syn|3067196|3067618|2870709|2873891|cluster-2|t3pks-t1pks|3046094-3103945|193305	425	422	52.235294	82.77512	30.5398255	4672	2459			
CP018043|mupM_Ile-tRNA-syn|4094097|4094522|1699248|1702367|cluster-2|t1pks-nrps|4065805-4125140|2391730	FUEZ01000004|mupM_Ile-tRNA-syn|2988384|2988805|3818459|3821608|cluster-3|t1pks|2966314-3018811|829654	425	421	52.235294	84.600577	32.36528336	4672	1991.5			
CP018043|mupM_Ile-tRNA-syn|4094097|4094522|1699248|1702367|cluster-2|t1pks-nrps|4065805-4125140|2391730	LDPT01000003|mupM_Ile-tRNA-syn|219657|220080|99217|102372|cluster-2|t3pks-t1pks|192192-247208|117285	425	423	52.235294	82.771896	30.53660194	4672	2462			
CP018043|mupM_Ile-tRNA-syn|4094097|4094522|1699248|1702367|cluster-2|t1pks-nrps|4065805-4125140|2391730	LZSE01000009|mupM_Ile-tRNA-syn|56674|57097|135960|139085|cluster-1|t1pks-nrps|1-82524|78863	425	423	52.235294	85.081809	32.84651531	4672	1908			
CP018043|mupM_Ile-tRNA-syn|4094097|4094522|1699248|1702367|cluster-2|t1pks-nrps|4065805-4125140|2391730	RBXO01000001|mupM_Ile-tRNA-syn|3585546|3585968|3514331|3517462|cluster-5|t1pks|3565511-3630663|68084	425	422	52.235294	38.691049	13.54424503	4672	9067			
CYSI01000007|mupM_Ile-tRNA-syn|2677410|2677835|164778|167948|cluster-1|t1pks|2657398-2708449|2509462	LT968775|mupM_Ile-tRNA-syn|1573604|1574028|1727494|1730658|cluster-3|t3pks-t1pks|1543021-1601076|153466	425	424	52.235294	82.386364	30.15106952	4672	2608			
JALN02000001|mupM_Ile-tRNA-syn|2602205|2602630|115655|118798|cluster-2|terpene-t1pks|2582192-2639928|2483407	LT906483|mupM_Ile-tRNA-syn|2363364|2363779|2105601|2108750|cluster-2|t1pks-nrps|2326704-2394935|254614	425	415	52.235294	82.617001	30.38170684	4672	2549.5			
CP010519|ArgK_OTCase|3909549|3909974|1178307|1179320|cluster-1|t1pks-otherks|3889534-3937675|2730229	CP025546|ArgK_OTCase|5144729|5145154|3061812|3062738|cluster-1|t1pks-nrps|5124717-5184143|2081991	425	425	52.235294	37.982196	14.25309827	4672	9413			
CP010519|ArgK_OTCase|3909549|3909974|1178307|1179320|cluster-1|t1pks-otherks|3889534-3937675|2730229	HG964937|ArgK_OTCase|594726|595151|1871289|1872215|cluster-1|t1pks|573162-621522|1276138	425	425	52.235294	37.68546	14.54983418	4672	9544			
CP025546|ArgK_OTCase|5144729|5145154|3061812|3062738|cluster-1|t1pks-nrps|5124717-5184143|2081991	PKFQ01000001|ArgK_OTCase|1258706|1259131|5484776|5485777|cluster-1|t3pks-t1pks|1207877-1284647|4225645	425	425	52.235294	41.233766	11.00152788	4672	7856.5			
KZ672952|ArgK_OTCase|173400|173825|109090|110112|cluster-1|t1pks-phenazine|103112-247465|63288	LQPV01000068|ArgK_OTCase|36541|36966|202970|203896|cluster-1|t1pks-nrps|1-86056|166004	425	425	52.235294	37.941176	14.29411765	4672	9440			
LT841359|ArgK_OTCase|3980553|3980978|2561211|2562134|cluster-2|t1pks-nrps|3960539-4019329|1418419	NZ_UPHU01000001|ArgK_OTCase|2000132|2000555|2927806|2928732|cluster-4|t1pks-nrps|1925789-2025593|927251	425	423	52.235294	85.993485	33.75819122	4672	1734.5			
LT841359|ArgK_OTCase|3980553|3980978|2561211|2562134|cluster-2|t1pks-nrps|3960539-4019329|1418419	PKFQ01000001|ArgK_OTCase|5431888|5432314|5484776|5485777|cluster-1|t1pks-nrps|5384086-5490116|52462	425	426	52.235294	41.693811	10.54148304	4672	7605			
LT841359|ArgK_OTCase|3980553|3980978|2561211|2562134|cluster-2|t1pks-nrps|3960539-4019329|1418419	PKFQ01000001|ArgK_OTCase|868041|868465|5484776|5485777|cluster-5|lantipeptide-t1pks-nrps|727849-1025295|4616311	425	424	52.235294	41.693811	10.54148304	4672	7605			
CP003600|GyrB-R|2948400|2948825|2695020|2696957|cluster-4|t1pks-nrps|2927440-2979674|251443	CP022653|GyrB-R|827469|827894|2083951|2085921|cluster-1|t1pks-nrps|772529-853876|1256057	425	425	52.235294	50.542636	1.692658459	4672	5706.5			
CP008977|seryl-tRNA_synthetase|2675638|2676061|3969307|3970566|cluster-8|t1pks-nrps|2646988-2719029|1293246	QXCZ01000001|seryl-tRNA_synthetase|3186798|3187223|2245377|2246654|cluster-1|t1pks|3166763-3295307|940144	423	425	52.245863	37.231504	15.0143593	4653.5	9714.5			
CP017599|seryl-tRNA_synthetase|2538168|2538591|3678480|3679763|cluster-1|t3pks-nrps-t1pks-otherks|2457926-2584792|1139889	KQ948851|seryl-tRNA_synthetase|497544|497970|127614|128891|cluster-2|t1pks|477413-524051|368653	423	426	52.245863	40.515222	11.7306404	4653.5	8184			
CP017599|seryl-tRNA_synthetase|2538168|2538591|3678480|3679763|cluster-1|t3pks-nrps-t1pks-otherks|2457926-2584792|1139889	MTKC01000003|seryl-tRNA_synthetase|1961493|1961911|4446944|4448221|cluster-1|t2pks-t1pks|1930433-1987817|2485033	423	418	52.245863	42.622951	9.622912064	4653.5	7234.5			
CP025546|ArgK_OTCase|2859103|2859526|3061812|3062738|cluster-1|t1pks-nrps|2812635-2887751|202286	CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	423	423	52.245863	82.792208	30.54634491	4653.5	2452.5			
CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	FUEZ01000004|ArgK_OTCase|1855263|1855680|3688682|3689605|cluster-1|t3pks-t1pks|1795745-1881634|1833002	423	417	52.245863	86.084142	33.83827951	4653.5	1714			
CTEC01000002|ArgK_OTCase|1859241|1859664|148142|149071|cluster-1|t1pks|1839221-1886378|1710170	NZ_UPHU01000001|ArgK_OTCase|2000132|2000555|2927806|2928732|cluster-4|t1pks-nrps|1925789-2025593|927251	423	423	52.245863	85.436893	33.19103032	4653.5	1846			
KK322558|ArgK_OTCase|2913169|2913592|2470632|2471555|cluster-1|t1pks-nrps|2893066-2987575|441614	MVGR01000005|ArgK_OTCase|1287868|1288291|153068|153994|cluster-1|t1pks|1267861-1311301|1133874	423	423	52.245863	47.882736	4.363126728	4653.5	5900.5			
KB235922|borI_Thr-tRNA-syn|2416434|2416857|3212550|3214448|cluster-2|transatpks|2396403-2438247|795693	KB235922|borI_Thr-tRNA-syn|5979470|5979876|3212550|3214448|cluster-2|t1pks|5958771-6007287|2765022	423	406	52.245863	100	47.75413712	4653.5	396			
CP031455|EF-Tu|1125428|1125849|2171438|2172562|cluster-7|t1pks-terpene|1053659-1153017|1045589	FMHY01000002|EF-Tu|3873085|3873509|4371367|4372554|cluster-1|t1pks-nrps|3823515-3901400|497858	421	424	52.256532	54.812834	2.556302158	4649	5323.5			
ARVW01000001|AdmT_ACC|6754014|6754433|8487129|8488811|cluster-4|t1pks|6733898-6780530|1732696	KE150468|AdmT_ACC|671280|671704|1783056|1784753|cluster-1|oligosaccharide-t1pks|482046-701062|1111352	419	424	52.267303	61.428571	9.161268326	4648	4279.5			
FNST01000002|AdmT_ACC|7131138|7131555|671040|672644|cluster-1|t1pks|7111127-7190610|6458494	QTTT01000001|AdmT_ACC|4477833|4478258|3349202|3350902|cluster-1|t1pks-nrps|4457819-4507049|1126931	417	425	52.278177	35.393258	16.88491903	4646.5	10243			
DD369588|ArgK_OTCase|2936662|2937079|4403520|4404449|cluster-6|t1pks|2916662-2958914|1466441	HE971709|ArgK_OTCase|2396186|2396608|2749617|2750645|cluster-2|lantipeptide-t1pks-nrps|2350589-2428901|353009	417	422	52.278177	41.423948	10.85422924	4646.5	7762			
CP004886|mupM_Ile-tRNA-syn|3247241|3247526|1738910|1741480|cluster-1|t1pks-nrps|3245518-3316209|1505761	CP015596|mupM_Ile-tRNA-syn|207840|208265|3635588|3638725|cluster-1|t1pks-nrps|177987-237295|3427323	285	425	52.280702	73.598131	21.31742909	4644.5	3219			
