target_name	genbankid	targetid	ks_start	ks_end	arget_start	target_end	cluster_num	cluster_type	cluster_coord	cluster_len	species	phyla	count	score	copynum	genome_size	complete	antismashfile
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	AXZN01000044	DEG10180180	364429	364633	361970	362782	cluster-1	t1pks	345644-388586	1647	Shiraia sp. slf14	Fungi	0	-1.00	3	395429	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXZN01000044/index.html
Lipoprotein releasing system ATP-binding protein lolD	BDAU01000001	DEG10180185	345885	346309	353201	353890	cluster-2	t1pks	314083-372276	6892	Nocardia amikacinitolerans NBRC 108937	Actinobacteria	0	-1.00	2	495736	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDAU01000001/index.html
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	DJJW01000026	DEG10180052	43572	43988	37077	37946	cluster-1	transatpks-lantipeptide-otherks	12991-58693	5626	Lachnoclostridium sp. UBA6558 (terrestrial metagenome)	Firmicutes	0	-1.00	1	58693	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DJJW01000026/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP004025	DEG10180179	6816247	6816674	6814733	6815608	cluster-1	transatpks-terpene-nrps	6777991-6927205	639	Myxococcus stipitatus DSM 14675	Proteobacteria	0	-1.00	2	10350586	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP004025/index.html
Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61)	QKMZ01000005	DEG10180125	662593	663079	653183	654601	cluster-2	t1pks-otherks	642579-697412	7992	Candidatus Melainabacteria bacterium (groundwater metagenome)	Candidatus Melainabacteria	0	-1.00	1	791852	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QKMZ01000005/index.html
(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-)	PCOF01000002	DEG10180047	268984	269291	268504	268926	cluster-1	transatpks-ladderane-nrps	171435-300874	58	Paenibacillus sp. MYb67	Firmicutes	0	-1.00	1	1050480	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PCOF01000002_117364_419995/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	CP001124	DEG10180156	2436216	2436668	2429006	2436196	cluster-3	t1pks-otherks	2409006-2463632	20	Geobacter bemidjiensis Bem	Proteobacteria	0	-1.00	1	4615150	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001124/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	KF386883	DEG10180180	21348	21603	22544	23290	cluster-1	phosphonate-t1pks-ladderane	1-45232	941	Streptomyces sp. XY66	Actinobacteria	0	-1.00	1	45232	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/KF386883/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	FMCW01000027	DEG10180180	22635	23061	16367	17116	cluster-1	aminocoumarin-t1pks-nucleoside-nrps	1-71072	5519	Micromonospora haikouensis	Actinobacteria	0	-1.00	1	128095	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMCW01000027/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	KZ819157	DEG10180178	47335	47679	48794	49798	cluster-1	t1pks-nrps	29822-94721	1115	Streptomyces sp. CS014	Actinobacteria	0	-1.00	1	94721	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ819157/index.html
Seryl-tRNA synthetase (EC 6.1.1.11)	MMQS01000054	DEG10180145	348931	349125	357747	359006	cluster-1	t1pks-nrps	286033-371656	8622	Mycobacterium tuberculosis	Actinobacteria	0	-1.00	1	461656	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MMQS01000054/index.html
Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (EC 6.4.1.2)	CP015399	DEG10180052	421968	422256	430043	430870	cluster-1	transatpks-otherks	342682-443120	7787	Lachnoclostridium sp. YL32	Firmicutes	0	-1.00	2	7225339	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015399_86023_444490/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	LT548273	DEG10180179	77608	78019	67381	77529	cluster-1	t1pks	1-84281	79	Streptomyces sp. CMB-0406	Actinobacteria	0	-1.00	10	84281	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT548273/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	ACXQ02000111	DEG10180180	13553	13753	15962	16759	cluster-1	t1pks	1-32983	2209	Grosmannia clavigera kw1407	Fungi	0	-1.00	1	797636	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ACXQ02000111/index.html
GTP-binding protein era	DDLX01000018	DEG10180396	32291	32716	37123	38034	cluster-1	t3pks-t1pks	1-56120	4407	Cytophagales bacterium UBA2561 (coral metagenome)	Bacteroidetes	0	-1.00	1	380804	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DDLX01000018/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP000698	DEG10180179	3615865	3616273	3613915	3615147	cluster-1	hserlactone-transatpks	3595183-3700470	718	Geobacter uraniireducens Rf4	Proteobacteria	0	-1.00	2	5136364	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP000698/index.html
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	QLUV01000002	DEG10180517	55763	56193	65990	66679	cluster-1	t1pks	30142-81968	9797	Paracoccus sp. SYSUP0003	Proteobacteria	0	-1.00	1	279556	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLUV01000002/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	LWLD01000001	DEG10180178	480835	481250	489203	490195	cluster-4	t1pks-nrps	459013-533156	7953	Streptomyces sp. CB03578	Actinobacteria	0	-1.00	1	786277	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LWLD01000001/index.html
Hypothetical protein yfhC	CP006850	DEG10180393	244525	244951	242739	243212	cluster-2	t1pks	224514-270876	1313	Nocardia nova SH22a	Actinobacteria	0	-1.00	3	8348532	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006850_20707_395821/index.html
N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	MBEN01000019	DEG10180564	12875	13299	3170	4213	cluster-1	t3pks-t1pks	1-49921	8662	Mycobacterium colombiense	Actinobacteria	0	-1.00	1	119082	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBEN01000019/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CP015443	DEG10180180	3618173	3618597	3617278	3618015	cluster-1	transatpks	3598055-3698505	158	Bacillus velezensis	Firmicutes	0	-1.00	7	4167153	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP015443_3494635_3826165/index.html
Hypothetical acetyltransferase yncA (EC 2.3.1.-)	LT961733	DEG10180250	4108208	4108633	4112333	4112872	cluster-2	transatpks-nrps	4051571-4130894	3700	Xanthomonas citri pv. fuscans (Xanthomonas fuscans subsp. fuscans)	Proteobacteria	0	-1.00	16	5468921	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT961733_3924973_4390656/index.html
tRNA nucleotidyltransferase (EC 2.7.7.25)	PMHC01000162	DEG10180455	3113	3530	1728	3104	cluster-1	t1pks	1-19179	9	Acidobacteriaceae bacterium (peat metagenome)	Acidobacteria	0	-1.00	1	19179	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PMHC01000162/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CP031320	DEG10180180	5729233	5729656	5725270	5726040	cluster-23	t1pks	5709215-5754134	3193	Streptomyces armeniacus	Actinobacteria	0	-1.00	4	8083249	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP019636	DEG10180034	3824700	3825124	3831721	3834342	cluster-1	t1pks	3793140-3850888	6597	Nostocales cyanobacterium HT-58-2	Cyanobacteria	0	-1.00	5	7846907	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019636_3665966_3978815/index.html
Probable transport ATP-binding protein msbA	FNST01000002	DEG10180148	7634243	7634668	7627352	7629214	cluster-4	t1pks	7614204-7760814	5029	Streptomyces melanosporofaciens	Actinobacteria	0	-1.00	2	10257104	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNST01000002_6981160_8236194/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	AP018317	DEG10180363	1312904	1313307	1312895	1314142	cluster-1	t1pks-otherks	1303950-1353681	412	Raphidiopsis curvata NIES-932	Cyanobacteria	0	-1.00	1	3431981	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AP018317_1162919_1483543/index.html
Arginine repressor	NZ_UPHP01000058	DEG10180483	13748	14182	9215	9715	cluster-1	t3pks-t1pks	1-36847	4033	Mycobacterium sp. MK136	Actinobacteria	0	-1.00	0	36847	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_UPHP01000058/index.html
Hypothetical protein ydgE	NQXV01000002	DEG10180267	182586	183018	175015	175368	cluster-2	transatpks-nrps	162072-254516	7218	Bacillus velezensis	Firmicutes	0	-1.00	1	254516	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQXV01000002/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	RBKY01000001	DEG10180178	5963523	5963868	5962129	5963130	cluster-2	butyrolactone-t1pks	5920262-5970939	393	Nocardiopsis sp. Huas11	Actinobacteria	0	-1.00	2	7430915	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/RBKY01000001_5790559_6114681/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	JOFN01000004	DEG10180363	265416	265778	265286	266773	cluster-4	t1pks	250280-301696	492	Streptomyces varsoviensis	Actinobacteria	0	-1.00	1	423111	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOFN01000004/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	CP016083	DEG10180363	88765	89109	88700	89932	cluster-1	t1pks-nrps	1-106918	409	Streptomyces sp. SAT1	Actinobacteria	0	-1.00	1	840523	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP016083/index.html
Hypothetical protein yfhC	PYHS01000001	DEG10180393	118617	119043	116324	116794	cluster-2	t1pks	98614-144940	1823	Nocardia nova	Actinobacteria	0	-1.00	1	657847	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PYHS01000001/index.html
Cell division ATP-binding protein ftsE	BDGW01000004	DEG10180522	81895	82305	80270	81070	cluster-1	t1pks	61848-157350	825	Streptomyces luteocolor	Actinobacteria	0	-1.00	4	209353	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDGW01000004/index.html
Oligopeptide transport ATP-binding protein oppD	FOVR01000009	DEG10180214	190816	191236	179371	181056	cluster-1	t1pks	170810-211258	9760	Cohaesibacter marisflavi	Proteobacteria	0	-1.00	3	211258	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOVR01000009/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	JNWW01000020	DEG10180034	107382	107822	110577	116321	cluster-1	t1pks-nrps	87377-142005	2755	Streptomyces albus subsp. albus	Actinobacteria	0	-1.00	1	148156	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JNWW01000020/index.html
Pyrroline-5-carboxylate reductase (EC 1.5.1.2)	CP029473	DEG10180072	2147182	2147591	2141241	2142083	cluster-1	transatpks	2126299-2225889	5099	Bacillus velezensis	Firmicutes	0	-1.00	1	3831661	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029473_2004581_2305854/index.html
Hypothetical protein yggL	MKGR01000013	DEG10180444	87104	87530	79450	79776	cluster-1	t1pks-nrps	62124-100241	7328	Xenorhabdus thuongxuanensis	Proteobacteria	0	-1.00	1	100241	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MKGR01000013/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	MEBL01000034	DEG10180034	18557	18981	18524	31918	cluster-1	transatpks-t1pks-nrps	1-128396	457	Burkholderia ubonensis	Proteobacteria	0	-1.00	1	138257	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEBL01000034/index.html
Elongation factor Tu	KZ679048	DEG10180508	390849	391268	379769	380962	cluster-3	t1pks	370751-394417	9887	Streptomyces sp. A217	Actinobacteria	0	-1.00	1	394417	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KZ679048/index.html
Hypothetical ABC transporter permease protein yddQ	MOMC01000085	DEG10180255	29622	30038	20990	21820	cluster-1	t1pks	9598-40735	7802	Frankia asymbiotica	Actinobacteria	0	-1.00	1	40735	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MOMC01000085/index.html
Seryl-tRNA synthetase (EC 6.1.1.11)	FTNT01000013	DEG10180145	45230	45653	55471	56727	cluster-1	t1pks	1-71598	9818	Williamsia sterculiae	Actinobacteria	0	-1.00	1	162969	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FTNT01000013/index.html
Hypothetical protein ydgE	NQYD01000001	DEG10180267	3462434	3462866	3455355	3455687	cluster-1	transatpks-nrps	3441906-3547605	6747	Bacillus subtilis	Firmicutes	0	-1.00	2	4354125	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NQYD01000001_3316655_3681257/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	QPJT01000001	DEG10180034	112586	113012	111894	126095	cluster-1	t1pks-nrps	91894-146095	1118	Anaerobacterium chartisolvens	Firmicutes	0	-1.00	1	326839	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QPJT01000001/index.html
Glutamate aspartate transport ATP-binding protein gltL	CP016793	DEG10180114	6490514	6490931	6485305	6486054	cluster-4	t1pks-otherks	6470479-6546084	4460	Lentzea guizhouensis	Actinobacteria	0	-1.00	47	9997872	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP016793/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	X86780	DEG10180180	10609	11027	9337	10131	cluster-1	t1pks-nrps	1-107379	478	Streptomyces rapamycinicus NRRL 5491	Actinobacteria	0	-1.00	1	107379	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/X86780/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	NZQB01000050	DEG10180156	13949	14392	13945	20784	cluster-1	t1pks-otherks	1-40784	447	Gemmatimonadetes bacterium (marine metagenome)	Gemmatimonadetes	0	-1.00	1	51445	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NZQB01000050/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	CP007699	DEG10180034	8675758	8676171	8665344	8666687	cluster-33	t1pks	8655758-8700065	9071	Streptomyces lydicus A02	Actinobacteria	0	-1.00	19	9307519	True	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP007699/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	CEUG01092291	DEG10180156	5572	6011	5565	12692	cluster-1	t1pks-otherks	1-15119	446	marine metagenome	metagenomes	0	-1.00	1	15119	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CEUG01092291/index.html
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	NZ_LGDZ01000180	DEG10180180	77057	77466	85619	86467	cluster-1	t1pks-nrps	47743-110426	8153	Streptomyces sp. NRRL B-3648	Actinobacteria	0	-1.00	0	110426	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LGDZ01000180/index.html
Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	CP031320	DEG10180179	6927598	6928025	6927377	6947677	cluster-3	t1pks-ectoine	6897233-6967677	648	Streptomyces armeniacus	Actinobacteria	0	-1.00	4	8083249	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html
Peptidyl-prolyl cis-trans isomerase B (EC 5.2.1.8)	BDCG01000004	DEG10180098	134258	134691	141259	141759	cluster-1	t1pks	114118-159649	6568	Nocardia flavorosea NBRC 108225	Actinobacteria	0	-1.00	1	544037	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BDCG01000004/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	QHCP01000007	DEG10180363	343894	344285	343889	345160	cluster-2	t2pks-t1pks	322654-440370	396	Actinokineospora mzabensis	Actinobacteria	0	-1.00	1	440370	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QHCP01000007/index.html
Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)	LMZE01000090	DEG10180034	69134	69566	61510	69078	cluster-1	terpene-t1pks-nrps	41510-133280	56	Streptomyces albus subsp. albus	Actinobacteria	0	-1.00	1	166082	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LMZE01000090/index.html
Arginine repressor	NKRD01000001	DEG10180483	6104008	6104442	6099513	6100016	cluster-1	t3pks-t1pks	6082821-6140967	3992	Mycobacterium kansasii	Actinobacteria	0	-1.00	1	6252078	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NKRD01000001_5954074_6252078/index.html
3-oxoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	QTTG01000002	DEG10180363	417282	417682	416008	417276	cluster-2	t2pks-lantipeptide-t1pks	396008-460170	6	Streptomyces sp. 75	Actinobacteria	0	-1.00	1	755021	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QTTG01000002/index.html
3-oxoacyl-[acyl-carrier-protein] synthase III (EC 2.3.1.41)	CP000442	DEG10180178	792391	792814	796751	797743	cluster-2	t1pks	772381-836255	3937	Burkholderia ambifaria AMMD	Proteobacteria	0	-1.00	3	1281472	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP000442_642405_963645/index.html
Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	LNDY01000258	DEG10180225	10871	11297	6223	7029	cluster-1	t1pks	1-16291	3842	Planctomycetaceae bacterium Ga0077529 (activated carbon metagenome)	Planctomycetes	0	-1.00	1	16291	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LNDY01000258/index.html
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	MGZK01000024	DEG10180156	13150	13602	6145	13131	cluster-1	t1pks-otherks	1-39833	19	Geobacteraceae bacterium GWC2_55_20 (subsurface metagenome)	Proteobacteria	0	-1.00	1	61763	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MGZK01000024/index.html
Protein yljA	PDZS01000010	DEG10180142	63754	64178	59444	59758	cluster-1	bacteriocin-transatpks-arylpolyene	54136-132195	3996	Deltaproteobacteria bacterium YD0425bin51 (sediment metagenome)	Proteobacteria	0	-1.00	1	132195	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZS01000010/index.html
Virulence factor mviN homolog	MPMV01000001	DEG10180175	183712	184138	178247	179806	cluster-2	t1pks	163691-213902	3906	bacterium EF100-94H03 bin56 (sponge metagenome)	None	0	-1.00	1	281839	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MPMV01000001/index.html
Lipoprotein releasing system ATP-binding protein lolD	QQNA01000073	DEG10180185	36	455	9878	10573	cluster-1	t1pks	1-29476	9423	Streptomyces sp. AC230	Actinobacteria	0	-1.00	1	29476	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNA01000073/index.html
L-arabinose transport ATP-binding protein araG	LPAB01000116	DEG10180323	30297	30719	18844	20358	cluster-1	t1pks	10273-71866	9939	Burkholderia ubonensis	Proteobacteria	0	-1.00	2	79886	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPAB01000116/index.html
Hypothetical protein ycdK	NZ_MWIH01000005	DEG10180167	822751	823211	821060	821449	cluster-2	t1pks	802746-848568	1302	Saccharomonospora sp. LRS4.154	Actinobacteria	0	-1.00	0	1445183	False	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MWIH01000005/index.html
