target_name		gbid	score_final	antismashfile	cluster_num	cluster_type	distance	species	phyla	homologs	homologs_list	pident_list	redundant	target count 	copynum	coevolution score	in pos set	in pos set homologs	in pos set redundnat
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LPEQ01000122	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPEQ01000122/index.html	cluster-1	t1pks	55	Burkholderia territorii	Proteobacteria	28	"[u'AP013062', u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'RAIM01000002']"	4	"[u'JSZN01000033', u'LPKA01000024', u'ML058600']"	37	1	7.171543927	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	GV586860	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/GV586860/index.html	cluster-15	t1pks-butyrolactone-otherks	2472	Unknown	None	0	[]	29	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP015588', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'JOCT01000005', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	2	12.10978082	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	LDWR01000005	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LDWR01000005/index.html	cluster-1	t1pks	1	Burkholderia cepacia	Proteobacteria	17	"[u'AP013062', u'BBJF01000005', u'CP017562', u'CP023522', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JSZN01000033', u'KN150849', u'LAVN01000003', u'LOWB01000076', u'LPEQ01000122', u'LPKA01000024', u'ML058600', u'NBSQ01000002', u'QJSQ01000029', u'RAIM01000002']"	17	"[u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP029824', u'JPGM01000008', u'KI421535', u'KN150939', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137']"	37	1	5.195687055	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	DPRS01000029	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/DPRS01000029/index.html	cluster-1	t1pks-nrps	1416	Oxalobacteraceae bacterium (sediment metagenome)	Proteobacteria	0	[]	1	[]	7	1	2.551866855	FALSE	FALSE	FALSE
Aspartate--tRNA ligase	sp_P21889_SYD_ECOLI	CP006941	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP006941_3642860_3955217/index.html	cluster-1	transatpks-otherks-nrps	4941	Paenibacillus polymyxa CR1	Firmicutes	0	[]	7	"[u'CP000154', u'CP011420', u'CP011512', u'CP015423', u'LTYJ01000002', u'NOLA01000005']"	10	2	6.63649574	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	KQ948030	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KQ948030/index.html	cluster-1	t1pks	2427	Streptomyces cellostaticus	Actinobacteria	3	"[u'CP015588', u'JODF01000057', u'JQLN01000002']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	12.08738219	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	LN831790	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN831790_0_368267/index.html	cluster-3	t1pks	3705	Streptomyces leeuwenhoekii	Actinobacteria	1	[u'JOAR01000019']	3	"[u'CM002271', u'CP010849']"	44	2	37.11049388	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LT546166	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LT546166_0_544519/index.html	cluster-1	t1pks-nrps	895	Mycolicibacter icosiumassiliensis	Actinobacteria	0	[]	12	"[u'AGAQ01000134', u'AUWR01000061', u'CP002329', u'LDPO01000010', u'LQOZ01000036', u'LQPG01000019', u'LQPI01000032', u'LT906469', u'LZMF01000132', u'MVHH01000018', u'PUEV01000102']"	52	6	8.757300734	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	BCFL01000028	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BCFL01000028/index.html	cluster-2	t1pks-otherks	1376	Streptomyces hyaluromycini	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Protein translocase subunit SecA	sp_P10408_SECA_ECOLI	CP031320	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-3	t1pks-ectoine	829	Streptomyces armeniacus	Actinobacteria	0	[]	3	[]	103	2	10.11867683	FALSE	FALSE	FALSE
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	NZ_MLYO01000014	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_MLYO01000014/index.html	cluster-1	t1pks-otherks	3145	Streptomyces sp. MUSC 1	Actinobacteria	-1	[]	-1	[]	0	0	-1	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP029338	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP029338_30775_371678/index.html	cluster-1	lantipeptide-t1pks-nrps	816	Streptomyces sp. SM17	Actinobacteria	7	"[u'BBNN01000039', u'CP019724', u'CP019724', u'FMCM01000285', u'JOFW01000016', u'JOIZ01000015', u'LMTQ02000032']"	27	"[u'AMPN02000002', u'CM002271', u'CP004370', u'CP009802', u'CP014485', u'CP016824', u'CP031742', u'DS999645', u'FMBX01000003', u'FMCF01000008', u'FR873698', u'JHDU01000020', u'JNZI01000016', u'JOGQ01000019', u'JOGU01000015', u'JTCK01000028', u'KB890710', u'KB898240', u'KN549162', u'KV861362', u'KZ195583', u'LAYX01000019', u'LLZL01000002', u'MNPQ01000024', u'NZ_AZYD01000015', u'UHID01000005']"	69	2	6.987773465	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	JOIR01000012	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JOIR01000012/index.html	cluster-1	t1pks-nrps	2622	Streptomyces sp. NRRL F-2580	Actinobacteria	0	[]	8	"[u'CP020039', u'CP020555', u'JOBU01000033', u'JOFX01000009', u'JOFY01000014', u'LGDI01000228', u'LGDS01000057']"	10	1	5.267229997	FALSE	FALSE	FALSE
beta-lactamase	beta_lactamase	BAFZ01000120	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAFZ01000120/index.html	cluster-1	t1pks	1979	Nocardia exalbida NBRC 100660	Actinobacteria	0	[]	1	[]	5	1	3.155339806	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LOTO01000012	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOTO01000012/index.html	cluster-1	transatpks-t1pks-nrps	4635	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.957184215	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	CM002271	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CM002271_0_215988/index.html	cluster-1	butyrolactone-t1pks-nrps	3763	Streptomyces sp. GBA 94-10	Actinobacteria	1	[u'JOAR01000019']	3	"[u'CP010849', u'LN831790']"	44	2	40.05284993	FALSE	FALSE	FALSE
DNA polymerase III subunit alpha	sp_P10443_DPO3A_ECOLI	CP019458	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019458_1181175_1865021/index.html	cluster-4	t1pks-nrps	1448	Streptomyces autolyticus	Actinobacteria	1	[u'CP018627']	8	"[u'BDFA01000009', u'CP022545', u'CP023992', u'CP025018', u'CP025018', u'LJIW01000002', u'LK022848']"	85	4	12.35594986	FALSE	FALSE	FALSE
ATP-dependent zinc metalloprotease FtsH	sp_P0AAI3_FTSH_ECOLI	NW_011337187	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NW_011337187/index.html	cluster-1	t1pks	2343	Notothenia coriiceps (black rockcod)	Metazoa	0	[]	2	[u'NW_017609824']	7	0	5.455923588	FALSE	FALSE	FALSE
DNA polymerase III subunit alpha	sp_P10443_DPO3A_ECOLI	CP023992	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP023992/index.html	cluster-6	t1pks-nrps	1479	Streptomyces malaysiensis	Actinobacteria	1	[u'CP018627']	8	"[u'BDFA01000009', u'CP019458', u'CP022545', u'CP025018', u'CP025018', u'LJIW01000002', u'LK022848']"	85	8	12.55664642	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP013445	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013445/index.html	cluster-1	bacteriocin-t1pks-nrps	4642	Burkholderia ubonensis	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	6.014730133	FALSE	FALSE	FALSE
GMP synthase [glutamine-hydrolyzing]	sp_P04079_GUAA_ECOLI	CTEE01000001	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CTEE01000001_1162890_1484740/index.html	cluster-1	t1pks-nrps	3161	Mycobacterium lentiflavum	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	JX679499	20	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/JX679499/index.html	cluster-1	t1pks-arylpolyene-nrps	4840	Streptoalloteichus sp. ATCC 53650	Actinobacteria	-1	[]	-1	[]	0	0	-1	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	QNRM01000001	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QNRM01000001_839247_1140512/index.html	cluster-1	t1pks	2927	Achromobacter marplatensis (Achromobacter spiritinus)	Proteobacteria	0	[]	4	"[u'JPYO01000046', u'PCOQ01000012', u'POQS01000001']"	52	3	7.411361226	FALSE	FALSE	FALSE
Pyruvate dehydrogenase [ubiquinone]	sp_P07003_POXB_ECOLI	CP031320	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-4	t1pks	4327	Streptomyces armeniacus	Actinobacteria	0	[]	3	[]	103	2	10.11867683	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	LGKJ01000215	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGKJ01000215/index.html	cluster-1	butyrolactone-t1pks	226	Streptomyces sp. NRRL S-4	Actinobacteria	2	"[u'CP015588', u'JQLN01000002']"	28	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	13.9962557	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	JOCT01000005	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOCT01000005/index.html	cluster-1	t1pks-butyrolactone-nrps	954	Streptomyces sp. NRRL S-455	Actinobacteria	2	"[u'AP010968', u'FNIE01000009']"	29	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP015588', u'CP016279', u'FKJI03000004', u'FNTD01000004', u'GV586860', u'JODF01000057', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	13.33241839	FALSE	FALSE	FALSE
Phenylalanine--tRNA ligase alpha subunit	sp_P08312_SYFA_ECOLI	LQPF01000175	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQPF01000175/index.html	cluster-1	t1pks-resorcinol	1983	Mycobacterium lacus	Actinobacteria	0	[]	1	[]	2	1	12.8380815	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	CP014306	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP014306_437011_738294/index.html	cluster-1	t1pks	3	Burkholderia sp. PAMC 26561	Proteobacteria	2	"[u'FNCJ01000011', u'NBSQ01000002']"	1	[]	37	2	7.33286259	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	JOJM01000031	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOJM01000031/index.html	cluster-2	t1pks	2381	Streptomyces sp. NRRL B-1347	Actinobacteria	4	"[u'AM778535', u'CP021748', u'JODN01000004', u'PHNC01000011']"	1	[]	69	1	16.17140058	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	NZ_FMAZ01000002	30	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_FMAZ01000002/index.html	cluster-1	t1pks	70	Arthrobacter enclensis	Actinobacteria	0	[]	1	[]	85	0	10.7626462	FALSE	FALSE	FALSE
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP031320	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP031320/index.html	cluster-35	t1pks-nrps	3190	Streptomyces armeniacus	Actinobacteria	0	[]	3	[]	103	2	10.11867683	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	LGDI01000228	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGDI01000228/index.html	cluster-1	t1pks-nrps	2506	Streptomyces sp. XY66	Actinobacteria	0	[]	8	"[u'CP020039', u'CP020555', u'JOBU01000033', u'JOFX01000009', u'JOFY01000014', u'JOIR01000012', u'LGDS01000057']"	10	1	4.161417867	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	CP021121	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP021121/index.html	cluster-1	t1pks	2987	Streptomyces sp. SCSIO 03032	Actinobacteria	0	[]	1	[]	52	4	12.01648202	FALSE	FALSE	FALSE
DNA polymerase III subunit epsilon	sp_P03007_DPO3E_ECOLI	MJLZ01000030	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MJLZ01000030/index.html	cluster-1	t1pks	2494	Brenneria alni	Proteobacteria	0	[]	1	[]	4	1	23.64462204	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	QZFU01000016	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QZFU01000016_663494_1126272/index.html	cluster-1	t1pks-nrps	1546	Nocardia sp. YIM PH 21724	Actinobacteria	0	[]	1	[]	13	1	10.42000526	FALSE	FALSE	FALSE
Elongation factor G	sp_P0A6M8_EFG_ECOLI	CP017248	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_1539119_1939139/index.html	cluster-1	t1pks	4588	Streptomyces puniciscabiei	Actinobacteria	0	[]	1	[]	5	3	14.35168837	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	ML058600	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ML058600/index.html	cluster-1	t1pks	43	Burkholderia sp. Nafp2/4-1b	Proteobacteria	27	"[u'AP013062', u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP023522', u'CP029824', u'FNCJ01000011', u'FXAT01000008', u'JPGM01000008', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'RAIM01000002']"	4	"[u'JSZN01000033', u'LPEQ01000122', u'LPKA01000024']"	37	2	6.062061612	FALSE	FALSE	FALSE
D-alanine-D-alanine ligase B	sp_P07862_DDLB_ECOLI	LGCW01000241	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGCW01000241/index.html	cluster-1	t1pks	4633	Streptomyces sp. NRRL F-5755	Actinobacteria	0	[]	3	"[u'JOCQ01000059', u'LGUW01000302']"	6	1	6.041696785	FALSE	FALSE	FALSE
Serine--tRNA ligase	sp_P0A8L1_SYS_ECOLI	FKJI03000004	45	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FKJI03000004/index.html	cluster-3	t1pks	1626	Streptomyces sp. F-1	Actinobacteria	2	"[u'CP015588', u'JODF01000057']"	27	"[u'BA000030', u'BBNN01000050', u'CP006259', u'CP016279', u'FNTD01000004', u'GV586860', u'JOCT01000005', u'JOIZ01000010', u'JOJB01000034', u'KL591194', u'KN039947', u'KQ948030', u'KQ948851', u'LBDA02000024', u'LGDV01000038', u'LGKJ01000215', u'MCGQ01000010', u'MLYN01000035', u'MLYO01000016', u'MQUS01000035', u'MTKC01000003', u'NZ_KN039947', u'PHUI01000001', u'PJMO01000001', u'QLLW01000001', u'QXCZ01000001']"	44	1	10.51624641	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	NAPR01000022	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NAPR01000022/index.html	cluster-1	aminocoumarin-t1pks-nrps	274	Micromonospora sp. NBS 11-29	Actinobacteria	0	[]	1	[]	13	1	33.96602773	FALSE	FALSE	FALSE
UDP-3-O-acyl-N-acetylglucosamine deacetylase	sp_P0A725_LPXC_ECOLI	QJSQ01000029	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QJSQ01000029/index.html	cluster-1	t1pks	1	Paraburkholderia silvatlantica	Proteobacteria	29	"[u'BBJF01000005', u'CP013730', u'CP015033', u'CP015036', u'CP016442', u'CP017562', u'CP023522', u'CP029824', u'FNCJ01000011', u'FUZW01000002', u'FXAT01000008', u'JPGM01000008', u'JSZN01000033', u'KI421535', u'KN150849', u'KN150939', u'LAVN01000003', u'LDWR01000005', u'LOWB01000076', u'LOWV01000038', u'LOYC01000030', u'LOYN01000022', u'LPCO01000066', u'LR025742', u'NBSQ01000002', u'OEOG01000026', u'PVGX01000094', u'PVHJ01000137', u'RAIM01000002']"	2	[u'AXAJ01000009']	37	1	7.892534315	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LPFY01000022	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LPFY01000022/index.html	cluster-2	t1pks-nrps	1988	Burkholderia ubonensis	Proteobacteria	2	"[u'CP013405', u'NKFM01000062']"	56	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013392', u'CP013442', u'CP013445', u'CP013465', u'JRFO01000005', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	1	5.874355067	FALSE	FALSE	FALSE
2-succinylbenzoate--CoA ligase	sp_P37353_MENE_ECOLI	CXWL01003984	40	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CXWL01003984/index.html	cluster-1	t1pks-nrps	434	groundwater metagenome	metagenomes	0	[]	1	[]	13	1	31.36028006	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	KB894404	55	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KB894404/index.html	cluster-2	t1pks-ectoine	3950	Actinokineospora enzanensis DSM 44649	Actinobacteria	2	"[u'MOEP01000024', u'MUBL01000293']"	1	[]	69	1	7.462622497	FALSE	FALSE	FALSE
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	CP003389	50	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003389_2862556_3623281/index.html	cluster-2	t1pks-nrps	481	Corallococcus coralloides DSM 2259	Proteobacteria	0	[]	2	[u'RAVX01000005']	69	2	9.783098218	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LAKD02000096	25	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAKD02000096/index.html	cluster-1	t1pks	3016	Streptomyces antioxidans	Actinobacteria	-1	[]	-1	[]	0	1	-1	FALSE	FALSE	FALSE
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	JRFO01000005	60	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JRFO01000005/index.html	cluster-2	transatpks-t1pks-nrps	4642	Burkholderia sp. MSHR3999	Proteobacteria	3	"[u'CP013392', u'CP013405', u'NKFM01000062']"	55	"[u'ABBE01000764', u'CP009487', u'CP013368', u'CP013442', u'CP013445', u'CP013465', u'LNJU01000004', u'LOTM01000036', u'LOTO01000012', u'LOVI01000073', u'LOVL01000025', u'LOVP01000079', u'LOVR01000062', u'LOXM01000119', u'LOZJ01000091', u'LPAK01000053', u'LPBH01000001', u'LPBJ01000104', u'LPBW01000066', u'LPBY01000058', u'LPCC01000023', u'LPDO01000022', u'LPDY01000079', u'LPEA01000088', u'LPEC01000052', u'LPEH01000089', u'LPEP01000065', u'LPFC01000091', u'LPFE01000058', u'LPFP01000076', u'LPFY01000022', u'LPFZ01000051', u'LPGB01000072', u'LPGN01000004', u'LPHJ01000104', u'LPHR01000070', u'LPIP01000016', u'LPIU01000016', u'LPJF01000052', u'LPJH01000050', u'LPKF01000029', u'LPLF01000054', u'MEAS01000041', u'MEAU01000031', u'MEAX01000018', u'MEBC01000001', u'MEBE01000001', u'MEBF01000045', u'MEBJ01000034', u'MEBK01000023', u'MEBL01000034', u'MECN01000002', u'NQNB01000067', u'NQNC01000002']"	85	2	5.593264997	FALSE	FALSE	FALSE
