target_name	target id	gbid	score_final	distance	homologs	homologs list	target ubiquity	copy number	Spearman correlation	p value	coevolution coefficient	antismashfile	cluster_num	cluster_type	gene_name	species	phyla	true positive	true positives homologs	score distance	score homologs	score target ubiquity	score copy number	score coevolution
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	BBPO01000009	1	7467	0	None	11	1	0.39	0.13	12.1571249139	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBPO01000009/index.html	cluster-1	t1pks	ctg1_128	Streptacidiphilus neutrinimicus	Actinobacteria	False	False	0	0	1	0	0
Glutamine synthetase	sp_P9WN39_GLN1B_MYCTU	CDLY01000001	2	5472	0	None	8	2	0.8	0.2	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CDLY01000001_3018077_3318322/index.html	cluster-1	transatpks	ctg1_110	Ralstonia solanacearum	Proteobacteria	False	False	0	0	1	1	0
Elongation factor Tu 1	sp_P0CE47_EFTU1_ECOLI	KL589842	1	5746	0	None	14	1	0.5	0.08	17.8747184751	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KL589842/index.html	cluster-1	t1pks	ctg1_157	Streptomyces sp. NRRL S-15	Actinobacteria	False	False	0	0	1	0	0
Translation initiation factor	rubR1_TIF	PLSL01000225	1	8802	0	None	4	1	nan	nan	0.97833911393	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PLSL01000225/index.html	cluster-1	t1pks	ctg1_14	Acetobacteraceae bacterium (peat metagenome)	Proteobacteria	False	False	0	0	1	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	LGUI01000005	1	6653	0	None	19	1	-0.08	0.71	10.8663786281	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LGUI01000005/index.html	cluster-2	fused-t3pks-t1pks-siderophore	AF335_17435	Streptomyces eurocidicus	Actinobacteria	False	False	0	0	1	0	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	MOEP01000024	3	4298	1	[u'KB846722']	24	2	0.42	0.0	17.4564575587	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MOEP01000024/index.html	cluster-1	t1pks	ctg1_9	Streptomyces cinnamoneus	Actinobacteria	False	False	1	1	0	1	0
Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	sp_P65636_ODP2_STAAN	ASZJ01000162	2	3328	0	None	6	1	1.0	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/ASZJ01000162/index.html	cluster-1	t1pks	OFPII_34510	Osedax symbiont Rs1 (symbiont metagenome)	Proteobacteria	False	False	1	0	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	CCBB010000003	1	9787	0	None	23	2	0.35	0.0	11.2234852678	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CCBB010000003_2200945_2465234/index.html	cluster-1	t1pks-nrps	ctg1_132	Mycolicibacterium cosmeticum	Actinobacteria	False	False	0	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_LAGY01000076	1	9218	1	[u'NZ_KV757748']	72	0	0.39	0.0	8.97437134154	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_LAGY01000076/index.html	cluster-1	t1pks-otherks	VF03_RS30905	Nostoc linckia z2	Cyanobacteria	False	False	0	1	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LIPD01000007	1	6997	0	None	72	3	0.39	0.0	7.02923784313	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LIPD01000007/index.html	cluster-1	t1pks	AMK13_19185	Streptomyces sp. CB02056	Actinobacteria	False	False	0	0	0	1	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	QQNA01000008	2	3259	0	None	26	1	0.55	0.0	13.6120749119	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QQNA01000008/index.html	cluster-1	t1pks	DVH02_01690	Streptomyces sp. AC230	Actinobacteria	False	False	1	0	0	0	1
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	BAFZ01000120	2	1979	0	None	19	1	-0.08	0.71	12.5591530806	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BAFZ01000120/index.html	cluster-1	t1pks	ctg1_8	Nocardia exalbida NBRC 100660	Actinobacteria	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	ADLW01000018	0	6581	0	None	72	1	0.39	0.0	3.34927351418	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ADLW01000018/index.html	cluster-1	t1pks-otherks	HMPREF9456_03076	Dysgonomonas mossii DSM 22836	Bacteroidetes	False	False	0	0	0	0	0
Arginyl-tRNA synthetase	DEG10180318	ANAW01000021	1	6169	0	None	6	1	0.8	0.2	0.370153525891	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/ANAW01000021/index.html	cluster-1	t1pks	ctg1_77	Nocardiopsis synnemataformans DSM 44143	Actinobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	JTIY01000001	1	7781	0	None	72	17	0.39	0.0	14.6291662437	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JTIY01000001_5013343_5594915/index.html	cluster-2	t1pks	ctg1_129	Streptomyces sp. AcH 505	Actinobacteria	False	False	0	0	0	1	0
1,4-dihydroxy-2-naphthoate octaprenyltransferase	sp_P32166_MENA_ECOLI	LQIT01000005	1	3488	0	None	1	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIT01000005/index.html	cluster-2	t1pks-nrps	AU194_17450	Mycobacterium sp. GA-2829	Actinobacteria	False	False	1	0	0	0	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	CP011799	2	9930	0	None	11	2	0.39	0.13	23.7949921753	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011799_3081261_3506757/index.html	cluster-1	terpene-t1pks-nrps	ctg1_122	Streptomyces sp. PBH53	Actinobacteria	False	False	0	0	1	1	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	AXVD01000034	0	7935	0	None	24	1	0.42	0.0	12.9770893558	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/AXVD01000034/index.html	cluster-1	otherks-t1pks-nrps	ctg1_28	Nocardia sp. CNY236	Actinobacteria	False	False	0	0	0	0	0
Beta-lactamase (Fragment)	tr_A0A3G5FN01_A0A3G5FN01_ECOLX	CP011533	2	5251	0	None	19	2	-0.08	0.71	6.63839115516	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011533/index.html	cluster-1	transatpks-nrps	SNOUR_36890	Streptomyces noursei ATCC 11455	Actinobacteria	False	False	0	0	1	1	0
Translation initiation factor	rubR1_TIF	CXWL01000826	2	2536	0	None	4	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CXWL01000826/index.html	cluster-1	t1pks-otherks	ctg1_115	groundwater metagenome	metagenomes	False	False	1	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LAQQ01000001	1	7957	0	None	72	12	0.39	0.0	8.97446642971	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LAQQ01000001_0_160249/index.html	cluster-1	transatpks-nrps	ctg1_6	Paenibacillus dauci	Firmicutes	False	False	0	0	0	1	0
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	sp_P12995_BIOA_ECOLI	NPFY01000021	0	5552	0	None	29	1	0.49	0.0	16.2133156029	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/NPFY01000021/index.html	cluster-1	t1pks	CH293_16340	Rhodococcus sp. 14-2470-1b	Actinobacteria	False	False	0	0	0	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	CP017248	3	4588	0	None	12	3	0.45	0.19	4.77359781122	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP017248_1539119_1939139/index.html	cluster-1	t1pks	ctg1_128	Streptomyces puniciscabiei	Actinobacteria	False	False	1	0	1	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	FNBG01000023	0	7300	0	None	72	1	0.39	0.0	5.01483708407	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNBG01000023/index.html	cluster-1	transatpks-nrps	SAMN04488542_1238	Fontibacillus panacisegetis	Firmicutes	False	False	0	0	0	0	0
Aminodeoxychorismate synthase component 1	sp_P05041_PABB_ECOLI	MEIA01000001	2	3819	0	None	26	1	0.55	0.0	13.9799971046	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MEIA01000001/index.html	cluster-1	t1pks	BG844_00080	Couchioplanes caeruleus subsp. caeruleus	Actinobacteria	False	False	1	0	0	0	1
UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA	sp_P0A749_MURA_ECOLI	CP019572	1	9434	0	None	6	1	0.32	0.68	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP019572_3280289_4041052/index.html	cluster-4	t1pks	ctg1_524	Rhodococcus sp. MTM3W5.2	Actinobacteria	False	False	0	0	1	0	0
Elongation factor P	sp_P0A6N4_EFP_ECOLI	CP001087	3	2034	0	None	4	2	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP001087/index.html	cluster-3	t1pks-otherks	HRM2_23480	Desulfobacterium autotrophicum HRM2	Proteobacteria	False	False	1	0	1	1	0
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	AUFO01000036	1	9726	2	[u'ATMT01000104', u'KK366027']	40	1	0.33	0.0	4.98622051901	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AUFO01000036/index.html	cluster-1	t1pks-nrps	ctg1_25	Paenibacillus panacisoli DSM 21345	Firmicutes	False	False	0	1	0	0	0
Peptide deformylase	sp_P0A6K3_DEF_ECOLI	QMDO01000001	2	152	0	None	11	1	0.39	0.13	5.51374688968	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QMDO01000001_1135332_1505440/index.html	cluster-1	transatpks-otherks-nrps	ctg1_153	Vallitalea guaymasensis	Firmicutes	False	False	1	0	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	FMHY01000002	3	7910	0	None	17	2	0.56	0.0	8.52269957569	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMHY01000002_3712805_5018066/index.html	cluster-6	lantipeptide-t1pks-otherks	ctg1_651	Micromonospora eburnea	Actinobacteria	False	False	0	0	1	1	1
1-deoxy-D-xylulose 5-phosphate reductoisomerase	sp_P45568_DXR_ECOLI	QLKN01000052	2	884	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QLKN01000052/index.html	cluster-3	t1pks-nrps	C6Y22_13935	Hapalosiphonaceae cyanobacterium JJU2 (algae metagenome)	Cyanobacteria	False	False	1	0	1	0	0
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	FNSO01000004	2	8904	0	None	9	3	0.08	0.81	10.0963081862	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FNSO01000004_3185699_3911654/index.html	cluster-1	t1pks-butyrolactone	ctg1_163	Amycolatopsis tolypomycina	Actinobacteria	False	False	0	0	1	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	NZ_QLLY01000003	0	9947	0	None	72	0	0.39	0.0	9.8527026501	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_QLLY01000003/index.html	cluster-4	t1pks-nrps	K377_RS07985	Streptomyces sp. PsTaAH-137	Actinobacteria	False	False	0	0	0	0	0
Cysteinyl-tRNA synthetase	DEG10180099	JAOF01000001	2	1380	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JAOF01000001_1850632_2151273/index.html	cluster-2	t1pks-nrps	ctg1_243	Mycobacteroides abscessus 21	Actinobacteria	False	False	1	0	1	0	0
30S ribosomal protein S14	DEG10180498	HW607076	1	7757	0	None	13	1	-0.03	0.9	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HW607076/index.html	cluster-8	t1pks	ctg1_2975	synthetic construct	artificial sequences	False	False	0	0	1	0	0
Lon protease	sp_P0A9M0_LON_ECOLI	NZ_PSNW01000009	1	8745	0	None	7	0	0.2	0.8	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_PSNW01000009/index.html	cluster-1	t1pks-otherks	C3942_RS16115	Solimonas fluminis	Proteobacteria	False	False	0	0	1	0	0
Pyruvate dehydrogenase E1 component subunit alpha	sp_P60089_ODPA_STAAM	CP013129	3	8258	0	None	17	3	0.56	0.0	6.15663982375	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP013129_2422684_2901626/index.html	cluster-2	t2pks-t1pks-otherks	ctg1_124	Streptomyces venezuelae	Actinobacteria	False	False	0	0	1	1	1
Pyruvate dehydrogenase E1 component subunit beta	sp_P99063_ODPB_STAAN	JOHZ01000016	0	8554	0	None	40	1	0.33	0.0	10.4003173151	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JOHZ01000016/index.html	cluster-1	t1pks	ctg1_52	Streptomyces sp. NRRL F-5193	Actinobacteria	False	False	0	0	0	0	0
Elongation factor G	sp_P0A6M8_EFG_ECOLI	FQ859185	2	8525	0	None	12	5	0.45	0.19	7.61651022016	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FQ859185_3649902_4006951/index.html	cluster-1	transatpks-t1pks-nrps	ctg1_131	Streptomyces cattleya NRRL 8057 = DSM 46488	Actinobacteria	False	False	0	0	1	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	KV917380	1	5864	0	None	72	13	0.39	0.0	5.10272395826	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/KV917380_3545060_3850939/index.html	cluster-3	t1pks-nrps	ctg1_157	Bacillus oshimensis	Firmicutes	False	False	0	0	0	1	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LN879428	2	6796	1	[u'LZSO01000042']	21	1	0.82	0.0	7.4401756363	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LN879428_3869806_4171074/index.html	cluster-2	t1pks-nrps	ctg1_162	Mycolicibacterium peregrinum	Actinobacteria	False	False	0	1	0	0	1
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	MBRD01000005	2	8222	0	None	56	2	0.63	0.0	4.90777911178	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MBRD01000005/index.html	cluster-1	t1pks-otherks	BCD64_13960	Nostoc sp. MBR 210	Cyanobacteria	False	False	0	0	0	1	1
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	MLAL01000010	0	6322	0	None	72	1	0.39	0.0	6.9727322973	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/MLAL01000010/index.html	cluster-1	t1pks	BJP07_01395	Corynebacterium sp. NML130628	Actinobacteria	False	False	0	0	0	0	0
30S ribosomal protein S9	DEG10180480	CP011927	1	7418	0	None	2	1	nan	nan	1.92144630852	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP011927_3333053_3634315/index.html	cluster-1	t1pks	ctg1_126	Labrenzia sp. CP4	Proteobacteria	False	False	0	0	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CP015362	1	8271	0	None	72	18	0.39	0.0	7.59374685809	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP015362/index.html	cluster-5	transatpks-t1pks-otherks-nrps	A6E92_30940	Streptomyces sp. S8	Actinobacteria	False	False	0	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LC021382	0	6216	0	None	72	1	0.39	0.0	14.7888087354	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LC021382/index.html	cluster-1	t1pks-otherks	makR2	Micromonospora sp. GMKU326	Actinobacteria	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	QCYJ01000029	2	6662	0	None	56	2	0.63	0.0	13.3931863209	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QCYJ01000029/index.html	cluster-3	t1pks	ctg1_188	Nocardia sp. SYSU K10002	Actinobacteria	False	False	0	0	0	1	1
30S ribosomal protein S14	DEG10180498	CP011005	1	9017	0	None	13	1	-0.03	0.9	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP011005/index.html	cluster-1	t1pks-otherks	UM93_12025	Arthrobacter sp. IHBB 11108	Actinobacteria	False	False	0	0	1	0	0
Sensor protein kinase WalK	sp_Q9RDT3_WALK_STAAU	CP017781	2	4408	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/CP017781/index.html	cluster-1	t1pks	ctg1_149	Rhodobacter sp. LPB0142	Proteobacteria	False	False	1	0	1	0	0
Threonine synthase	sp_P00934_THRC_ECOLI	FOSN01000003	2	3626	0	None	2	1	nan	nan	2.58421985815	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FOSN01000003/index.html	cluster-1	t1pks-nrps	SAMN05444581_103149	Methylocapsa palsarum	Proteobacteria	False	False	1	0	1	0	0
30S ribosomal protein S15	DEG10180470	NZ_KI632509	1	7432	0	None	3	0	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/NZ_KI632509/index.html	cluster-8	t1pks	ctg1_3366	Amycolatopsis halophila YIM 93223	Actinobacteria	False	False	0	0	1	0	0
Sensor protein kinase WalK	sp_Q9RDT3_WALK_STAAU	QGGL01000005	1	6691	0	None	2	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QGGL01000005/index.html	cluster-1	t1pks-nrps	C7459_105185	Tumebacillus permanentifrigoris	Firmicutes	False	False	0	0	1	0	0
Cysteinyl-tRNA synthetase	DEG10180099	FMDH01000043	1	9258	0	None	8	1	nan	nan	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/FMDH01000043/index.html	cluster-1	t1pks	GA0115258_1054109	Streptomyces sp. LamerLS-31b	Actinobacteria	False	False	0	0	1	0	0
Elongation factor P	sp_P0A6N4_EFP_ECOLI	JH806633	1	7295	0	None	4	1	-1000.0	-1000.0	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/JH806633/index.html	cluster-1	transatpks	ctg1_590	Actinomyces timonensis DSM 23838	Actinobacteria	False	False	0	0	1	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	PDZS01000010	0	5889	0	None	23	1	0.35	0.0	4.52100388195	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/PDZS01000010/index.html	cluster-1	bacteriocin-transatpks-arylpolyene	ctg1_63	Deltaproteobacteria bacterium YD0425bin51 (sediment metagenome)	Proteobacteria	False	False	0	0	0	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	LT629768	2	4199	0	None	72	21	0.39	0.0	4.88209882867	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/LT629768/index.html	cluster-15	t1pks	SAMN05428941_5966	Streptomyces sp. 2114.2	Actinobacteria	False	False	1	0	0	1	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	AULX01000018	1	6627	0	None	72	3	0.39	0.0	13.6778025158	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/AULX01000018/index.html	cluster-1	nrps-transatpks-otherks	ctg1_34	Paenibacillus pinihumi DSM 23905 = JCM 16419	Firmicutes	False	False	0	0	0	1	0
Aminodeoxychorismate synthase component 2	sp_P00903_PABA_ECOLI	LOCL01000048	1	4199	0	None	24	1	0.42	0.0	-1000.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LOCL01000048/index.html	cluster-1	t1pks-arylpolyene-nrps	AT728_27275	Streptomyces silvensis	Actinobacteria	False	False	1	0	0	0	0
ATP-dependent Clp protease ATP-binding subunit ClpX	sp_P0A6H1_CLPX_ECOLI	CVTA01000003	2	8924	2	[u'CP003078', u'OESG01000011']	5	1	0.0	1.0	7.51965608916	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CVTA01000003/index.html	cluster-1	t1pks	CPGR_00483	Mycobacterium komaniense	Actinobacteria	False	False	0	1	1	0	0
30S ribosomal protein S14	DEG10180498	CP003494	1	8677	0	None	13	1	-0.03	0.9	32.9460082473	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP003494_1834405_2149322/index.html	cluster-1	t1pks	ctg1_182	Mycobacterium bovis BCG str. ATCC 35743 (Mycobacterium bovis BCG str. Tice)	Actinobacteria	False	False	0	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	QHBR01000350	1	9418	0	None	21	1	0.82	0.0	9.71065456273	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/QHBR01000350/index.html	cluster-1	t1pks-nrps	DLM68_15775	Rhizobiales bacterium (soil metagenome)	Proteobacteria	False	False	0	0	0	0	1
Lon protease	sp_P0A9M0_LON_ECOLI	CP025512	2	8856	2	[u'UBWZ01000010', u'UCFP01000016']	7	1	0.2	0.8	7.15093150578	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CP025512_608822_1032587/index.html	cluster-1	t1pks	ctg1_267	Neorhizobium sp. SOG26	Proteobacteria	False	False	0	1	1	0	0
Dihydrolipoyl dehydrogenase	sp_P99084_DLDH_STAAN	FZPS01000083	2	1099	0	None	20	1	0.18	0.23	9.08059970053	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/FZPS01000083/index.html	cluster-1	t1pks	ctg1_813	metagenome	metagenomes	False	False	1	0	1	0	0
Chaperone protein HtpG	sp_P0A6Z3_HTPG_ECOLI	LQIL01000001	3	400	4	[u'KB903844', u'LGTW01000004', u'LZHW01000087', u'LZSO01000042']	21	1	0.82	0.0	5.25837228559	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LQIL01000001/index.html	cluster-2	t1pks-nrps	AU186_07660	Mycobacterium sp. GA-1999	Actinobacteria	False	False	1	1	0	0	1
Aspartyl-tRNA synthetase	DEG10180315	HG529702	3	2357	0	None	10	1	0.63	0.04	0.0	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/HG529702/index.html	cluster-1	t1pks	BN887_05283	Melanopsichium pennsylvanicum 4	Fungi	False	False	1	0	1	0	1
ECF RNA polymerase sigma-E factor	sp_P0AGB6_RPOE_ECOLI	MF990204	3	1419	1	[u'PPHG01000074']	9	1	0.08	0.81	20.9435175093	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output/MF990204/index.html	cluster-1	t1pks-nrps	ATV95614.1	Amycolatopsis sp	Actinobacteria	False	False	1	1	1	0	0
Transcriptional regulatory protein WalR	sp_Q9RDT5_WALR_STAAU	CVTB01000259	1	8888	1	[u'LQIS01000006']	72	1	0.39	0.0	9.28015799082	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/CVTB01000259/index.html	cluster-1	t1pks	CPGR_02967	Mycolicibacterium malmesburyense	Actinobacteria	False	False	0	1	0	0	0
ATP-dependent Clp protease proteolytic subunit	sp_P0A6G7_CLPP_ECOLI	BBAA01000032	0	5702	0	None	23	1	0.35	0.0	8.3834774468	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/BBAA01000032/index.html	cluster-1	transatpks-nrps	ctg1_25	Ruminiclostridium josui JCM 17888	Firmicutes	False	False	0	0	0	0	0
Acetylornithine/succinyldiaminopimelate aminotransferase	sp_P18335_ARGD_ECOLI	LZKE01000216	2	5881	15	[u'CP022927', u'JAGZ01000001', u'LQOK01000037', u'LQPF01000100', u'LQPJ01000141', u'LZKS01000106', u'LZLE01000041', u'LZLX01000136', u'MBEU01000059', u'MIHB01000001', u'MVIK01000003', u'NAVI01000034', u'NCXP01000008', u'NZ_UPHU01000001', u'PEDE01000109']	56	1	0.63	0.0	10.9766245	/Users/gvandova/TargetMining/Antismash_gbids/antismash_output_assemblies_all/LZKE01000216/index.html	cluster-1	t3pks-t1pks	A5712_05850	Mycobacterium sp. E2327	Actinobacteria	False	False	0	1	0	0	1
